SCHOOL_CODE,Pass Percentage,Observation,,,,,,,Mean,77.53852777
AS0035,77.78,Reward,,,,,,,,
AS0036,100.00,Reward,,,,,,,,
AS0039,66.67,Reward,,,,,,,,
AS0040,81.82,Reward,,,,,,,,
AS0041,100.00,Reward,,,,,,,,
AS0043,28.57,Reward,,,,,,,,
AS0044,66.67,Reward,,,,,,,,
AS0045,80.00,Reward,,,,,,,,
AS0046,100.00,Reward,,,,,,,,
AS0047,40.00,Reward,,,,,,,,
AS0048,100.00,Reward,,,,,,,,
AS0049,40.00,Reward,,,,,,,,
AS0050,66.67,Reward,,,,,,,,
AS0051,33.33,Reward,,,,,,,,
AS0052,37.50,Reward,,,,,,,,
AS0053,100.00,Reward,,,,,,,,
AS0054,66.67,Reward,,,,,,,,
AS0056,44.44,Reward,,,,,,,,
AS0057,100.00,Reward,,,,,,,,
AS0058,75.00,Reward,,,,,,,,
AS0059,75.00,Reward,,,,,,,,
AS0060,75.00,Reward,,,,,,,,
AS0062,100.00,Reward,,,,,,,,
AS0063,0.00,Normal,,,,,,,,
AS0065,100.00,Reward,,,,,,,,
AS0066,100.00,Reward,,,,,,,,
AS0067,88.89,Reward,,,,,,,,
AS0068,100.00,Reward,,,,,,,,
AS0069,100.00,Reward,,,,,,,,
AS0070,75.00,Reward,,,,,,,,
AS0071,40.00,Reward,,,,,,,,
AS0072,100.00,Reward,,,,,,,,
AS0073,100.00,Reward,,,,,,,,
AS0074,80.00,Reward,,,,,,,,
AS0075,42.86,Reward,,,,,,,,
AS0076,33.33,Reward,,,,,,,,
AS0078,66.67,Reward,,,,,,,,
AS0079,100.00,Reward,,,,,,,,
AS0081,66.67,Reward,,,,,,,,
AS0083,66.67,Reward,,,,,,,,
AS0084,66.67,Reward,,,,,,,,
AS0086,85.71,Reward,,,,,,,,
AS0087,75.00,Reward,,,,,,,,
AS0088,0.00,Normal,,,,,,,,
AS0089,100.00,Reward,,,,,,,,
AS0090,25.00,Reward,,,,,,,,
AS0091,100.00,Reward,,,,,,,,
AS0092,0.00,Normal,,,,,,,,
AS0093,20.00,Reward,,,,,,,,
AS0094,45.45,Reward,,,,,,,,
AS0095,60.00,Reward,,,,,,,,
AS0096,80.00,Reward,,,,,,,,
AS0097,40.00,Reward,,,,,,,,
AS0098,16.67,Reward,,,,,,,,
AS0099,100.00,Reward,,,,,,,,
AS0100,33.33,Reward,,,,,,,,
AS0101,50.00,Reward,,,,,,,,
AS0102,83.33,Reward,,,,,,,,
AS0103,50.00,Reward,,,,,,,,
AS0104,33.33,Reward,,,,,,,,
AS0105,50.00,Reward,,,,,,,,
AS0106,50.00,Reward,,,,,,,,
AS0107,33.33,Reward,,,,,,,,
AS0108,100.00,Reward,,,,,,,,
AS0110,50.00,Reward,,,,,,,,
AS0111,100.00,Reward,,,,,,,,
AS0112,87.50,Reward,,,,,,,,
AS0114,100.00,Reward,,,,,,,,
AS0116,33.33,Reward,,,,,,,,
AS0118,0.00,Normal,,,,,,,,
AS0119,33.33,Reward,,,,,,,,
AS0121,80.00,Reward,,,,,,,,
AS0123,100.00,Reward,,,,,,,,
AS0124,100.00,Reward,,,,,,,,
AS0125,55.56,Reward,,,,,,,,
AS0126,50.00,Reward,,,,,,,,
AS0128,93.75,Reward,,,,,,,,
AS0129,100.00,Reward,,,,,,,,
AS0130,0.00,Normal,,,,,,,,
AS0131,100.00,Reward,,,,,,,,
AS0134,0.00,Normal,,,,,,,,
AS0136,36.36,Reward,,,,,,,,
AS0137,100.00,Reward,,,,,,,,
AS0138,100.00,Reward,,,,,,,,
AS0139,100.00,Reward,,,,,,,,
AS0140,100.00,Reward,,,,,,,,
AS0141,100.00,Reward,,,,,,,,
AS0142,75.00,Reward,,,,,,,,
AS0143,57.14,Reward,,,,,,,,
AS0145,0.00,Normal,,,,,,,,
AS0147,0.00,Normal,,,,,,,,
AS0148,0.00,Normal,,,,,,,,
AS0149,40.00,Reward,,,,,,,,
AS0150,57.14,Reward,,,,,,,,
AS0151,80.00,Reward,,,,,,,,
AS0152,33.33,Reward,,,,,,,,
AS0154,50.00,Reward,,,,,,,,
AS0156,50.00,Reward,,,,,,,,
AS0157,100.00,Reward,,,,,,,,
AS0158,100.00,Reward,,,,,,,,
AS0159,62.50,Reward,,,,,,,,
AS0160,100.00,Reward,,,,,,,,
AS0163,62.50,Reward,,,,,,,,
AS0164,100.00,Reward,,,,,,,,
AS0165,50.00,Reward,,,,,,,,
AS0166,100.00,Reward,,,,,,,,
AS0167,66.67,Reward,,,,,,,,
AS0168,50.00,Reward,,,,,,,,
AS0169,100.00,Reward,,,,,,,,
AS0170,40.00,Reward,,,,,,,,
AS0172,40.00,Reward,,,,,,,,
AS0173,100.00,Reward,,,,,,,,
AS0174,60.00,Reward,,,,,,,,
AS0175,33.33,Reward,,,,,,,,
AS0176,0.00,Normal,,,,,,,,
AS0177,100.00,Reward,,,,,,,,
AS0179,66.67,Reward,,,,,,,,
AS0180,100.00,Reward,,,,,,,,
AS0181,100.00,Reward,,,,,,,,
AS0182,100.00,Reward,,,,,,,,
AS0183,100.00,Reward,,,,,,,,
AS0184,100.00,Reward,,,,,,,,
AS0185,44.44,Reward,,,,,,,,
AS0186,100.00,Reward,,,,,,,,
AS0187,50.00,Reward,,,,,,,,
AS0188,100.00,Reward,,,,,,,,
AS0189,100.00,Reward,,,,,,,,
AS0190,25.00,Reward,,,,,,,,
AS0191,100.00,Reward,,,,,,,,
AS0193,0.00,Normal,,,,,,,,
AS0195,100.00,Reward,,,,,,,,
AS0196,88.89,Reward,,,,,,,,
AS0197,90.91,Reward,,,,,,,,
AS0199,75.00,Reward,,,,,,,,
AS0200,100.00,Reward,,,,,,,,
AS0201,83.33,Reward,,,,,,,,
AS0202,100.00,Reward,,,,,,,,
AS0203,90.00,Reward,,,,,,,,
AS0204,66.67,Reward,,,,,,,,
AS0205,80.00,Reward,,,,,,,,
AS0206,100.00,Reward,,,,,,,,
AS0207,70.00,Reward,,,,,,,,
AS0209,66.67,Reward,,,,,,,,
AS0210,50.00,Reward,,,,,,,,
AS0211,57.14,Reward,,,,,,,,
AS0214,33.33,Reward,,,,,,,,
AS0215,55.56,Reward,,,,,,,,
AS0217,0.00,Normal,,,,,,,,
AS0218,0.00,Normal,,,,,,,,
AS0219,40.00,Reward,,,,,,,,
AS0221,87.50,Reward,,,,,,,,
AS0222,75.00,Reward,,,,,,,,
AS0224,84.62,Reward,,,,,,,,
AS0225,0.00,Normal,,,,,,,,
AS0226,55.56,Reward,,,,,,,,
AS0227,100.00,Reward,,,,,,,,
AS0228,85.71,Reward,,,,,,,,
AS0229,100.00,Reward,,,,,,,,
AS0230,100.00,Reward,,,,,,,,
AS0231,100.00,Reward,,,,,,,,
AS0232,100.00,Reward,,,,,,,,
AS0233,100.00,Reward,,,,,,,,
AS0235,100.00,Reward,,,,,,,,
AS0236,100.00,Reward,,,,,,,,
AS0237,42.86,Reward,,,,,,,,
AS0238,83.33,Reward,,,,,,,,
AS0239,33.33,Reward,,,,,,,,
AS0240,33.33,Reward,,,,,,,,
AS0241,25.00,Reward,,,,,,,,
AS0242,75.00,Reward,,,,,,,,
AS0243,50.00,Reward,,,,,,,,
AS0246,50.00,Reward,,,,,,,,
AS0247,50.00,Reward,,,,,,,,
AS0248,85.71,Reward,,,,,,,,
AS0249,100.00,Reward,,,,,,,,
AS0250,57.14,Reward,,,,,,,,
AS0251,100.00,Reward,,,,,,,,
AS0252,100.00,Reward,,,,,,,,
AS0253,100.00,Reward,,,,,,,,
AS0255,100.00,Reward,,,,,,,,
AS0256,100.00,Reward,,,,,,,,
AS0258,75.00,Reward,,,,,,,,
AS0261,100.00,Reward,,,,,,,,
AS0262,100.00,Reward,,,,,,,,
AS0264,100.00,Reward,,,,,,,,
AS0266,100.00,Reward,,,,,,,,
AS0268,50.00,Reward,,,,,,,,
AS0269,25.00,Reward,,,,,,,,
AS0271,66.67,Reward,,,,,,,,
AS0273,0.00,Normal,,,,,,,,
AS0275,0.00,Normal,,,,,,,,
AS0276,50.00,Reward,,,,,,,,
AS0278,75.00,Reward,,,,,,,,
AS0279,40.00,Reward,,,,,,,,
AS0280,100.00,Reward,,,,,,,,
AS0281,100.00,Reward,,,,,,,,
AS0283,100.00,Reward,,,,,,,,
AS0284,100.00,Reward,,,,,,,,
AS0285,100.00,Reward,,,,,,,,
AS0286,0.00,Normal,,,,,,,,
AS0288,0.00,Normal,,,,,,,,
AS0289,100.00,Reward,,,,,,,,
AS0291,33.33,Reward,,,,,,,,
AS0293,100.00,Reward,,,,,,,,
AS0294,66.67,Reward,,,,,,,,
AS0297,100.00,Reward,,,,,,,,
AS0299,100.00,Reward,,,,,,,,
AS0302,100.00,Reward,,,,,,,,
AS0303,0.00,Normal,,,,,,,,
AS0306,50.00,Reward,,,,,,,,
AS0309,100.00,Reward,,,,,,,,
AS0311,100.00,Reward,,,,,,,,
AS0312,50.00,Reward,,,,,,,,
AS0314,33.33,Reward,,,,,,,,
AS0315,100.00,Reward,,,,,,,,
AS0316,50.00,Reward,,,,,,,,
AS0317,100.00,Reward,,,,,,,,
AS0319,0.00,Normal,,,,,,,,
AS0321,100.00,Reward,,,,,,,,
AS0322,100.00,Reward,,,,,,,,
AS0323,100.00,Reward,,,,,,,,
AS0326,40.00,Reward,,,,,,,,
AS0327,100.00,Reward,,,,,,,,
AS0329,100.00,Reward,,,,,,,,
AS0330,75.00,Reward,,,,,,,,
AS0332,100.00,Reward,,,,,,,,
AS0333,100.00,Reward,,,,,,,,
AS0335,20.00,Reward,,,,,,,,
AS0337,0.00,Normal,,,,,,,,
AS0338,100.00,Reward,,,,,,,,
AS0340,0.00,Normal,,,,,,,,
AS0341,80.00,Reward,,,,,,,,
AS0342,50.00,Reward,,,,,,,,
AS0343,33.33,Reward,,,,,,,,
AS0344,66.67,Reward,,,,,,,,
AS0346,100.00,Reward,,,,,,,,
AS0347,50.00,Reward,,,,,,,,
AS0348,71.43,Reward,,,,,,,,
AS0349,100.00,Reward,,,,,,,,
AS0351,80.00,Reward,,,,,,,,
AS0352,100.00,Reward,,,,,,,,
AS0354,25.00,Reward,,,,,,,,
AS0355,100.00,Reward,,,,,,,,
AS0356,50.00,Reward,,,,,,,,
AS0357,75.00,Reward,,,,,,,,
AS0361,100.00,Reward,,,,,,,,
AS0362,33.33,Reward,,,,,,,,
AS0363,0.00,Normal,,,,,,,,
AS0364,0.00,Normal,,,,,,,,
AS0365,100.00,Reward,,,,,,,,
AS0366,100.00,Reward,,,,,,,,
AS0367,100.00,Reward,,,,,,,,
AS0369,25.00,Reward,,,,,,,,
AS0371,100.00,Reward,,,,,,,,
AS0374,50.00,Reward,,,,,,,,
AS0375,100.00,Reward,,,,,,,,
AS0376,100.00,Reward,,,,,,,,
AS0377,100.00,Reward,,,,,,,,
AS0378,80.00,Reward,,,,,,,,
AS0379,33.33,Reward,,,,,,,,
AS0381,75.00,Reward,,,,,,,,
AS0382,100.00,Reward,,,,,,,,
AS0383,100.00,Reward,,,,,,,,
AS0384,100.00,Reward,,,,,,,,
AS0388,50.00,Reward,,,,,,,,
AS0389,100.00,Reward,,,,,,,,
AS0390,50.00,Reward,,,,,,,,
AS0393,100.00,Reward,,,,,,,,
AS0394,100.00,Reward,,,,,,,,
AS0395,100.00,Reward,,,,,,,,
AS0396,100.00,Reward,,,,,,,,
AS0397,100.00,Reward,,,,,,,,
AS0399,100.00,Reward,,,,,,,,
AS0400,50.00,Reward,,,,,,,,
AS0401,100.00,Reward,,,,,,,,
AS0403,50.00,Reward,,,,,,,,
AS0404,100.00,Reward,,,,,,,,
AS0405,100.00,Reward,,,,,,,,
AS0406,0.00,Normal,,,,,,,,
AS0408,66.67,Reward,,,,,,,,
AS0409,87.50,Reward,,,,,,,,
AS0410,50.00,Reward,,,,,,,,
AS0412,100.00,Reward,,,,,,,,
AS0413,100.00,Reward,,,,,,,,
AS0416,80.00,Reward,,,,,,,,
AS0417,50.00,Reward,,,,,,,,
AS0419,100.00,Reward,,,,,,,,
AS0420,100.00,Reward,,,,,,,,
AS0421,66.67,Reward,,,,,,,,
AS0423,100.00,Reward,,,,,,,,
AS0424,100.00,Reward,,,,,,,,
AS0425,0.00,Normal,,,,,,,,
AS0426,100.00,Reward,,,,,,,,
AS0427,50.00,Reward,,,,,,,,
AS0428,100.00,Reward,,,,,,,,
AS0429,100.00,Reward,,,,,,,,
AS0430,100.00,Reward,,,,,,,,
AS0431,40.00,Reward,,,,,,,,
AS0433,37.50,Reward,,,,,,,,
AS0436,0.00,Normal,,,,,,,,
AS0438,75.00,Reward,,,,,,,,
AS0439,50.00,Reward,,,,,,,,
AS0440,100.00,Reward,,,,,,,,
AS0442,100.00,Reward,,,,,,,,
AS0445,0.00,Normal,,,,,,,,
AS0447,75.00,Reward,,,,,,,,
AS0448,0.00,Normal,,,,,,,,
AS0449,75.00,Reward,,,,,,,,
AS0450,100.00,Reward,,,,,,,,
AS0451,75.00,Reward,,,,,,,,
AS0452,100.00,Reward,,,,,,,,
AS0454,100.00,Reward,,,,,,,,
AS0455,100.00,Reward,,,,,,,,
AS0457,66.67,Reward,,,,,,,,
AS0458,0.00,Normal,,,,,,,,
AS0459,40.00,Reward,,,,,,,,
AS0461,100.00,Reward,,,,,,,,
AS0462,100.00,Reward,,,,,,,,
AS0463,75.00,Reward,,,,,,,,
AS0464,40.00,Reward,,,,,,,,
AS0465,60.00,Reward,,,,,,,,
AS0466,100.00,Reward,,,,,,,,
AS0468,100.00,Reward,,,,,,,,
AS0469,90.00,Reward,,,,,,,,
AS0471,66.67,Reward,,,,,,,,
AS0472,80.00,Reward,,,,,,,,
AS0473,100.00,Reward,,,,,,,,
AS0474,100.00,Reward,,,,,,,,
AS0475,100.00,Reward,,,,,,,,
AS0476,100.00,Reward,,,,,,,,
AS0477,100.00,Reward,,,,,,,,
AS0478,100.00,Reward,,,,,,,,
AS0479,100.00,Reward,,,,,,,,
AS0480,0.00,Normal,,,,,,,,
AS0483,100.00,Reward,,,,,,,,
AS0485,100.00,Reward,,,,,,,,
AS0486,100.00,Reward,,,,,,,,
AS0487,50.00,Reward,,,,,,,,
AS0488,0.00,Normal,,,,,,,,
AS0489,100.00,Reward,,,,,,,,
AS0490,33.33,Reward,,,,,,,,
AS0491,100.00,Reward,,,,,,,,
AS0493,100.00,Reward,,,,,,,,
AS0494,100.00,Reward,,,,,,,,
AS0496,0.00,Normal,,,,,,,,
AS0498,100.00,Reward,,,,,,,,
AS0499,80.00,Reward,,,,,,,,
AS0500,100.00,Reward,,,,,,,,
AS0501,100.00,Reward,,,,,,,,
AS0504,62.50,Reward,,,,,,,,
AS0505,0.00,Normal,,,,,,,,
AS0506,100.00,Reward,,,,,,,,
AS0511,100.00,Reward,,,,,,,,
AS0512,50.00,Reward,,,,,,,,
AS0514,100.00,Reward,,,,,,,,
AS0515,33.33,Reward,,,,,,,,
AS0516,0.00,Normal,,,,,,,,
AS0521,100.00,Reward,,,,,,,,
AS0522,100.00,Reward,,,,,,,,
AS0525,100.00,Reward,,,,,,,,
AS0527,100.00,Reward,,,,,,,,
AS0530,100.00,Reward,,,,,,,,
AS0532,33.33,Reward,,,,,,,,
AS0534,33.33,Reward,,,,,,,,
AS0536,100.00,Reward,,,,,,,,
AS0537,50.00,Reward,,,,,,,,
AS0539,100.00,Reward,,,,,,,,
AS0541,50.00,Reward,,,,,,,,
AS0543,66.67,Reward,,,,,,,,
AS0545,0.00,Normal,,,,,,,,
AS0546,60.00,Reward,,,,,,,,
AS0549,0.00,Normal,,,,,,,,
AS0550,100.00,Reward,,,,,,,,
AS0552,100.00,Reward,,,,,,,,
AS0553,100.00,Reward,,,,,,,,
AS0555,100.00,Reward,,,,,,,,
AS0556,100.00,Reward,,,,,,,,
AS0559,100.00,Reward,,,,,,,,
AS0560,75.00,Reward,,,,,,,,
AS0561,100.00,Reward,,,,,,,,
AS0563,100.00,Reward,,,,,,,,
AS0564,100.00,Reward,,,,,,,,
AS0565,100.00,Reward,,,,,,,,
AS0566,100.00,Reward,,,,,,,,
AS0567,100.00,Reward,,,,,,,,
AS0568,100.00,Reward,,,,,,,,
AS0570,100.00,Reward,,,,,,,,
AS0571,100.00,Reward,,,,,,,,
AS0572,0.00,Normal,,,,,,,,
AS0574,100.00,Reward,,,,,,,,
AS0575,66.67,Reward,,,,,,,,
AS0576,75.00,Reward,,,,,,,,
AS0577,50.00,Reward,,,,,,,,
AS0578,66.67,Reward,,,,,,,,
AS0579,100.00,Reward,,,,,,,,
AS0581,33.33,Reward,,,,,,,,
AS0582,100.00,Reward,,,,,,,,
AS0583,100.00,Reward,,,,,,,,
AS0584,100.00,Reward,,,,,,,,
AS0585,100.00,Reward,,,,,,,,
AS0586,100.00,Reward,,,,,,,,
AS0587,100.00,Reward,,,,,,,,
AS0588,100.00,Reward,,,,,,,,
AS0589,100.00,Reward,,,,,,,,
AS0592,100.00,Reward,,,,,,,,
AS0593,66.67,Reward,,,,,,,,
AS0594,100.00,Reward,,,,,,,,
AS0595,100.00,Reward,,,,,,,,
AS0596,100.00,Reward,,,,,,,,
AS0598,100.00,Reward,,,,,,,,
AS0600,100.00,Reward,,,,,,,,
AS0601,50.00,Reward,,,,,,,,
AS0602,100.00,Reward,,,,,,,,
AS0603,100.00,Reward,,,,,,,,
AS0604,85.71,Reward,,,,,,,,
AS0605,80.00,Reward,,,,,,,,
AS0606,71.43,Reward,,,,,,,,
AS0607,100.00,Reward,,,,,,,,
AS0608,100.00,Reward,,,,,,,,
AS0609,50.00,Reward,,,,,,,,
AS0611,100.00,Reward,,,,,,,,
AS0612,100.00,Reward,,,,,,,,
AS0613,100.00,Reward,,,,,,,,
AS0615,100.00,Reward,,,,,,,,
AS0617,100.00,Reward,,,,,,,,
AS0618,66.67,Reward,,,,,,,,
AS0619,40.00,Reward,,,,,,,,
AS0620,100.00,Reward,,,,,,,,
AS0621,66.67,Reward,,,,,,,,
AS0622,100.00,Reward,,,,,,,,
AS0623,33.33,Reward,,,,,,,,
AS0624,75.00,Reward,,,,,,,,
AS0625,100.00,Reward,,,,,,,,
AS0626,100.00,Reward,,,,,,,,
AS0627,0.00,Normal,,,,,,,,
AS0628,100.00,Reward,,,,,,,,
AS0629,50.00,Reward,,,,,,,,
AS0630,38.46,Reward,,,,,,,,
AS0632,100.00,Reward,,,,,,,,
AS0633,62.50,Reward,,,,,,,,
AS0634,100.00,Reward,,,,,,,,
AS0637,42.86,Reward,,,,,,,,
AS0638,100.00,Reward,,,,,,,,
AS0639,100.00,Reward,,,,,,,,
AS0640,100.00,Reward,,,,,,,,
AS0641,100.00,Reward,,,,,,,,
AS0644,0.00,Normal,,,,,,,,
AS0645,100.00,Reward,,,,,,,,
AS0646,100.00,Reward,,,,,,,,
AS0647,100.00,Reward,,,,,,,,
AS0648,100.00,Reward,,,,,,,,
AS0649,100.00,Reward,,,,,,,,
AS0650,87.50,Reward,,,,,,,,
AS0653,100.00,Reward,,,,,,,,
AS0654,100.00,Reward,,,,,,,,
AS0657,100.00,Reward,,,,,,,,
AS0658,100.00,Reward,,,,,,,,
AS0659,100.00,Reward,,,,,,,,
AS0660,100.00,Reward,,,,,,,,
AS0662,75.00,Reward,,,,,,,,
AS0663,100.00,Reward,,,,,,,,
AS0664,100.00,Reward,,,,,,,,
AS0665,100.00,Reward,,,,,,,,
AS0666,100.00,Reward,,,,,,,,
AS0667,100.00,Reward,,,,,,,,
AS0670,100.00,Reward,,,,,,,,
AS0671,100.00,Reward,,,,,,,,
AS0673,100.00,Reward,,,,,,,,
AS0674,100.00,Reward,,,,,,,,
AS0675,100.00,Reward,,,,,,,,
AS0676,50.00,Reward,,,,,,,,
AS0677,33.33,Reward,,,,,,,,
AS0678,100.00,Reward,,,,,,,,
AS0679,75.00,Reward,,,,,,,,
AS0681,100.00,Reward,,,,,,,,
AS0682,50.00,Reward,,,,,,,,
AS0683,50.00,Reward,,,,,,,,
AS0684,100.00,Reward,,,,,,,,
AS0685,100.00,Reward,,,,,,,,
AS0686,50.00,Reward,,,,,,,,
AS0689,100.00,Reward,,,,,,,,
AS0690,50.00,Reward,,,,,,,,
AS0691,0.00,Normal,,,,,,,,
AS0692,100.00,Reward,,,,,,,,
AS0693,100.00,Reward,,,,,,,,
AS0695,100.00,Reward,,,,,,,,
AS0697,50.00,Reward,,,,,,,,
AS0698,100.00,Reward,,,,,,,,
AS0699,100.00,Reward,,,,,,,,
AS0700,100.00,Reward,,,,,,,,
AS0701,100.00,Reward,,,,,,,,
AS0702,100.00,Reward,,,,,,,,
AS0703,50.00,Reward,,,,,,,,
AS0705,100.00,Reward,,,,,,,,
AS0706,100.00,Reward,,,,,,,,
AS0707,100.00,Reward,,,,,,,,
AS0710,50.00,Reward,,,,,,,,
AS0711,25.00,Reward,,,,,,,,
AS0712,50.00,Reward,,,,,,,,
AS0714,60.00,Reward,,,,,,,,
AS0715,50.00,Reward,,,,,,,,
AS0716,100.00,Reward,,,,,,,,
AS0717,100.00,Reward,,,,,,,,
AS0718,50.00,Reward,,,,,,,,
AS0719,75.00,Reward,,,,,,,,
AS0720,100.00,Reward,,,,,,,,
AS0722,80.00,Reward,,,,,,,,
AS0723,66.67,Reward,,,,,,,,
AS0724,50.00,Reward,,,,,,,,
AS0727,100.00,Reward,,,,,,,,
AS0729,100.00,Reward,,,,,,,,
AS0733,100.00,Reward,,,,,,,,
AS0735,0.00,Normal,,,,,,,,
AS0736,0.00,Normal,,,,,,,,
AS0740,0.00,Normal,,,,,,,,
AS0742,100.00,Reward,,,,,,,,
AS0745,100.00,Reward,,,,,,,,
AS0748,71.43,Reward,,,,,,,,
AS0749,0.00,Normal,,,,,,,,
AS0750,66.67,Reward,,,,,,,,
AS0751,100.00,Reward,,,,,,,,
AS0752,100.00,Reward,,,,,,,,
AS0753,83.33,Reward,,,,,,,,
AS0754,100.00,Reward,,,,,,,,
AS0755,0.00,Normal,,,,,,,,
AS0757,100.00,Reward,,,,,,,,
AS0758,100.00,Reward,,,,,,,,
AS0760,100.00,Reward,,,,,,,,
AS0762,100.00,Reward,,,,,,,,
AS0763,100.00,Reward,,,,,,,,
AS0766,100.00,Reward,,,,,,,,
AS0767,100.00,Reward,,,,,,,,
AS0768,66.67,Reward,,,,,,,,
AS0769,33.33,Reward,,,,,,,,
AS0770,33.33,Reward,,,,,,,,
AS0772,0.00,Normal,,,,,,,,
AS0773,100.00,Reward,,,,,,,,
AS0774,100.00,Reward,,,,,,,,
AS0775,50.00,Reward,,,,,,,,
AS0776,100.00,Reward,,,,,,,,
AS0778,100.00,Reward,,,,,,,,
AS0779,0.00,Normal,,,,,,,,
AS0780,50.00,Reward,,,,,,,,
AS0781,100.00,Reward,,,,,,,,
AS0784,0.00,Normal,,,,,,,,
AS0785,100.00,Reward,,,,,,,,
AS0786,100.00,Reward,,,,,,,,
AS0787,66.67,Reward,,,,,,,,
AS0788,100.00,Reward,,,,,,,,
AS0789,100.00,Reward,,,,,,,,
AS0790,100.00,Reward,,,,,,,,
AS0792,100.00,Reward,,,,,,,,
AS0793,100.00,Reward,,,,,,,,
AS0794,0.00,Normal,,,,,,,,
AS0795,100.00,Reward,,,,,,,,
AS0796,66.67,Reward,,,,,,,,
AS0798,100.00,Reward,,,,,,,,
AS0799,0.00,Normal,,,,,,,,
AS0800,100.00,Reward,,,,,,,,
AS0801,0.00,Normal,,,,,,,,
AS0802,100.00,Reward,,,,,,,,
AS0804,100.00,Reward,,,,,,,,
AS0805,66.67,Reward,,,,,,,,
AS0807,100.00,Reward,,,,,,,,
AS0809,100.00,Reward,,,,,,,,
AS0810,100.00,Reward,,,,,,,,
AS0813,100.00,Reward,,,,,,,,
AS0815,100.00,Reward,,,,,,,,
AS0816,75.00,Reward,,,,,,,,
AS0817,100.00,Reward,,,,,,,,
AS0818,100.00,Reward,,,,,,,,
AS0819,0.00,Normal,,,,,,,,
AS0822,100.00,Reward,,,,,,,,
AS0824,100.00,Reward,,,,,,,,
AS0825,100.00,Reward,,,,,,,,
AS0826,80.00,Reward,,,,,,,,
AS0828,0.00,Normal,,,,,,,,
AS0829,100.00,Reward,,,,,,,,
AS0830,0.00,Normal,,,,,,,,
AS0831,100.00,Reward,,,,,,,,
AS0832,50.00,Reward,,,,,,,,
AS0834,0.00,Normal,,,,,,,,
AS0837,100.00,Reward,,,,,,,,
AS0839,100.00,Reward,,,,,,,,
AS0840,100.00,Reward,,,,,,,,
AS0842,100.00,Reward,,,,,,,,
AS0845,100.00,Reward,,,,,,,,
AS0846,100.00,Reward,,,,,,,,
AS0847,0.00,Normal,,,,,,,,
AS0848,100.00,Reward,,,,,,,,
AS0849,66.67,Reward,,,,,,,,
AS0851,66.67,Reward,,,,,,,,
AS0854,33.33,Reward,,,,,,,,
AS0855,60.00,Reward,,,,,,,,
AS0856,100.00,Reward,,,,,,,,
AS0858,80.00,Reward,,,,,,,,
AS0859,100.00,Reward,,,,,,,,
AS0860,77.78,Reward,,,,,,,,
AS0862,100.00,Reward,,,,,,,,
AS0863,80.00,Reward,,,,,,,,
AS0864,100.00,Reward,,,,,,,,
AS0865,100.00,Reward,,,,,,,,
AS0866,100.00,Reward,,,,,,,,
AS0867,50.00,Reward,,,,,,,,
AS0868,0.00,Normal,,,,,,,,
AS0869,50.00,Reward,,,,,,,,
AS0870,50.00,Reward,,,,,,,,
AS0871,100.00,Reward,,,,,,,,
AS0872,100.00,Reward,,,,,,,,
AS0873,100.00,Reward,,,,,,,,
AS0874,100.00,Reward,,,,,,,,
AS0875,100.00,Reward,,,,,,,,
AS0876,50.00,Reward,,,,,,,,
AS0877,100.00,Reward,,,,,,,,
AS0878,100.00,Reward,,,,,,,,
AS0880,100.00,Reward,,,,,,,,
AS0881,100.00,Reward,,,,,,,,
AS0882,100.00,Reward,,,,,,,,
AS0883,100.00,Reward,,,,,,,,
AS0886,50.00,Reward,,,,,,,,
AS0887,100.00,Reward,,,,,,,,
AS0889,100.00,Reward,,,,,,,,
AS0890,100.00,Reward,,,,,,,,
AS0891,100.00,Reward,,,,,,,,
AS0894,50.00,Reward,,,,,,,,
AS0895,100.00,Reward,,,,,,,,
AS0896,100.00,Reward,,,,,,,,
AS0898,100.00,Reward,,,,,,,,
AS0899,0.00,Normal,,,,,,,,
AS0901,100.00,Reward,,,,,,,,
AS0902,100.00,Reward,,,,,,,,
AS0903,100.00,Reward,,,,,,,,
AS0905,100.00,Reward,,,,,,,,
AS0906,0.00,Normal,,,,,,,,
AS0908,100.00,Reward,,,,,,,,
AS0909,100.00,Reward,,,,,,,,
AS0910,100.00,Reward,,,,,,,,
AS0911,100.00,Reward,,,,,,,,
AS0915,50.00,Reward,,,,,,,,
AS0917,100.00,Reward,,,,,,,,
AS0919,50.00,Reward,,,,,,,,
AS0920,100.00,Reward,,,,,,,,
AS0921,100.00,Reward,,,,,,,,
AS0922,66.67,Reward,,,,,,,,
AS0923,100.00,Reward,,,,,,,,
AS0924,0.00,Normal,,,,,,,,
AS0925,100.00,Reward,,,,,,,,
AS0926,100.00,Reward,,,,,,,,
AS0927,100.00,Reward,,,,,,,,
AS0928,50.00,Reward,,,,,,,,
AS0929,50.00,Reward,,,,,,,,
AS0933,50.00,Reward,,,,,,,,
AS0935,100.00,Reward,,,,,,,,
AS0937,100.00,Reward,,,,,,,,
AS0938,100.00,Reward,,,,,,,,
AS0940,100.00,Reward,,,,,,,,
AS0941,100.00,Reward,,,,,,,,
AS0942,100.00,Reward,,,,,,,,
AS0943,0.00,Normal,,,,,,,,
AS0944,100.00,Reward,,,,,,,,
AS0945,100.00,Reward,,,,,,,,
AS0952,50.00,Reward,,,,,,,,
AS0953,100.00,Reward,,,,,,,,
AS0956,0.00,Normal,,,,,,,,
