L1_MARKS_CORRECTED,L1_Marks_Corrected,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,L1_Marks_Class,L2_Marks_Class,L3_Marks_Class,S1_Marks_Class,S2_Marks_Class,S3_Marks_Class,NRC_CLASS
51,40,41,41,60,50,44,PASS,PASS,PASS,1,2,PASS,PASS
13,10,15,11,30,10,8,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
34,27,35,42,35,35,24,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL
121,96,63,75,68,55,63,D,1,1,1,2,1,1
15,12,35,37,43,21,64,FAIL,PASS,PASS,PASS,FAIL,1,FAIL
52,41,30,30,35,30,56,PASS,PASS,PASS,PASS,PASS,2,PASS
87,69,60,41,76,44,65,1,1,PASS,1,PASS,1,2
106,84,87,92,81,81,76,1,D,D,1,1,1,1
28,22,35,35,36,30,43,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
84,67,83,44,30,30,81,1,1,PASS,PASS,PASS,1,2
18,14,60,35,12,38,57,FAIL,1,PASS,FAIL,PASS,2,FAIL
58,46,30,30,46,37,30,PASS,PASS,PASS,PASS,PASS,PASS,PASS
95,76,42,30,49,40,61,1,PASS,PASS,PASS,PASS,1,2
20,16,35,13,20,15,19,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL
70,56,30,30,46,30,45,2,PASS,PASS,PASS,PASS,PASS,PASS
44,35,35,11,12,21,12,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL
83,66,77,61,63,44,36,1,1,1,1,PASS,PASS,2
45,36,19,35,10,7,11,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
36,28,46,8,40,35,24,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL
76,60,86,58,74,58,70,1,D,2,1,2,1,1
121,96,98,79,91,85,94,D,D,1,D,D,D,D   
89,71,45,46,30,35,30,1,PASS,PASS,PASS,PASS,PASS,PASS
65,52,13,37,55,36,56,2,FAIL,PASS,2,PASS,2,FAIL
44,35,35,44,46,44,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
22,17,35,37,39,30,37,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
4,3,43,35,22,0,35,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
101,80,92,83,77,72,83,1,D,1,1,1,1,1
85,68,0,0,91,80,82,1,FAIL,FAIL,D,1,1,1
12,9,41,37,26,35,51,FAIL,PASS,PASS,FAIL,PASS,2,FAIL
50,40,35,35,43,59,52,PASS,PASS,PASS,PASS,2,2,PASS
87,69,83,73,88,63,87,1,1,1,D,1,D,1
3,2,19,35,17,9,22,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
63,50,61,46,54,50,73,2,1,PASS,2,2,1,2
8,6,10,4,6,5,8,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
111,88,30,35,39,51,37,D,PASS,PASS,PASS,2,PASS,PASS
38,30,44,47,61,30,53,PASS,PASS,PASS,1,PASS,2,PASS
38,30,41,35,38,49,14,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL
92,73,81,46,46,44,50,1,1,PASS,PASS,PASS,2,2
56,44,12,42,12,20,47,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL
91,72,76,78,60,48,53,1,1,1,1,PASS,2,1
44,35,35,30,46,53,37,PASS,PASS,PASS,PASS,2,PASS,PASS
62,49,35,40,30,22,18,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL
108,86,84,83,72,71,79,D,1,1,1,1,1,1
88,70,60,42,38,42,38,1,1,PASS,PASS,PASS,PASS,PASS
7,5,14,11,14,12,17,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
39,31,42,18,30,17,30,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL
112,89,93,98,91,75,89,D,D,D,D,1,D,D   
72,57,30,30,30,35,35,2,PASS,PASS,PASS,PASS,PASS,PASS
82,65,67,53,56,30,72,1,1,2,2,PASS,1,2
111,88,94,88,70,67,75,D,D,D,1,1,1,1
107,85,93,88,70,70,65,D,D,D,1,1,1,1
58,46,35,35,17,15,10,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
4,3,N/A,N/A,N/A,0,N/A,FAIL,N/A,N/A,N/A,FAIL,N/A,FAIL
44,35,35,35,35,0,35,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL
86,68,89,75,71,69,67,1,D,1,1,1,1,1
52,41,35,35,15,19,18,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL
70,56,10,46,24,24,35,2,FAIL,PASS,FAIL,FAIL,PASS,FAIL
96,76,84,80,57,51,69,1,1,1,2,2,1,1
86,68,41,45,50,41,70,1,PASS,PASS,2,PASS,1,2
98,78,90,68,71,38,55,1,D,1,1,PASS,2,1
100,80,52,76,79,57,66,1,2,1,1,2,1,1
65,52,41,61,46,35,63,2,PASS,1,PASS,PASS,1,PASS
44,35,35,35,35,20,35,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL
14,11,35,15,25,15,38,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL
58,46,53,35,51,22,20,PASS,2,PASS,2,FAIL,FAIL,FAIL
N/A,N/A,35,41,63,68,68,N/A,PASS,PASS,1,1,1,FAIL
68,54,35,30,35,30,50,2,PASS,PASS,PASS,PASS,2,PASS
53,42,35,36,43,30,41,PASS,PASS,PASS,PASS,PASS,PASS,PASS
16,12,35,35,39,35,15,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL
68,54,75,35,32,40,35,2,1,PASS,PASS,PASS,PASS,PASS
54,43,30,35,35,37,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
77,61,74,54,58,53,52,1,1,2,2,2,2,2
109,87,74,82,68,62,71,D,1,1,1,1,1,1
59,47,30,30,57,30,30,PASS,PASS,PASS,2,PASS,PASS,PASS
116,92,93,91,70,77,97,D,D,D,1,1,D,D   
21,16,35,17,14,35,25,FAIL,PASS,FAIL,FAIL,PASS,FAIL,FAIL
77,61,53,57,75,46,55,1,2,2,1,PASS,2,2
47,37,35,35,12,35,10,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL
N/A,N/A,0,0,N/A,0,N/A,N/A,FAIL,FAIL,N/A,FAIL,N/A,FAIL
122,97,98,97,96,97,99,D,D,D,D,D,D,D   
38,30,74,31,30,37,51,PASS,1,PASS,PASS,PASS,2,PASS
7,5,7,35,36,16,11,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL
19,15,62,17,25,41,62,FAIL,1,FAIL,FAIL,PASS,1,FAIL
61,48,78,71,58,50,60,PASS,1,1,2,2,1,1
45,36,12,39,37,23,35,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL
85,68,44,50,73,60,71,1,PASS,2,1,1,1,1
85,68,50,66,71,37,68,1,2,1,1,PASS,1,1
76,60,30,42,30,42,30,1,PASS,PASS,PASS,PASS,PASS,PASS
38,30,77,30,52,54,60,PASS,1,PASS,2,2,1,PASS
44,35,35,30,40,30,48,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
5,4,52,35,40,39,50,FAIL,2,PASS,PASS,PASS,2,FAIL
62,49,60,44,39,57,82,PASS,1,PASS,PASS,2,1,2
56,44,48,35,21,22,30,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL
104,83,99,78,75,70,96,1,D,1,1,1,D,1
66,52,6,48,21,35,36,2,FAIL,PASS,FAIL,PASS,PASS,FAIL
55,44,30,30,31,30,48,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,56,60,38,35,51,PASS,2,1,PASS,PASS,2,PASS
58,46,35,35,14,37,47,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL
65,52,38,31,30,30,59,2,PASS,PASS,PASS,PASS,2,PASS
90,72,42,56,45,49,80,1,PASS,2,PASS,PASS,1,2
82,65,45,35,30,44,35,1,PASS,PASS,PASS,PASS,PASS,PASS
82,65,30,42,30,31,56,1,PASS,PASS,PASS,PASS,2,PASS
25,20,35,35,17,21,10,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
57,45,7,35,13,23,69,PASS,FAIL,PASS,FAIL,FAIL,1,FAIL
53,42,56,35,40,60,64,PASS,2,PASS,PASS,1,1,PASS
110,88,96,91,80,81,91,D,D,D,1,1,D,D   
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
96,76,54,39,53,44,63,1,2,PASS,2,PASS,1,2
46,36,56,51,45,36,58,PASS,2,2,PASS,PASS,2,PASS
89,71,76,77,76,90,87,1,1,1,1,D,D,1
71,56,30,30,35,36,44,2,PASS,PASS,PASS,PASS,PASS,PASS
111,88,91,86,84,83,94,D,D,D,1,1,D,D   
20,16,35,55,20,23,47,FAIL,PASS,2,FAIL,FAIL,PASS,FAIL
21,16,45,56,45,35,58,FAIL,PASS,2,PASS,PASS,2,FAIL
99,79,96,94,97,95,99,1,D,D,D,D,D,D   
50,40,61,9,30,30,30,PASS,1,FAIL,PASS,PASS,PASS,FAIL
44,35,79,56,61,45,76,PASS,1,2,1,PASS,1,2
50,40,47,30,30,40,44,PASS,PASS,PASS,PASS,PASS,PASS,PASS
88,70,82,70,57,59,78,1,1,1,2,2,1,1
51,40,65,50,52,69,44,PASS,1,2,2,1,PASS,2
107,85,43,96,48,42,57,D,PASS,D,PASS,PASS,2,1
31,24,18,37,35,23,36,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
90,72,48,87,73,75,75,1,PASS,D,1,1,1,1
66,52,95,54,75,54,87,2,D,2,1,2,D,1
88,70,66,72,53,51,72,1,1,1,2,2,1,1
117,93,97,94,95,75,93,D,D,D,D,1,D,D   
102,81,73,73,48,65,94,1,1,1,PASS,1,D,1
91,72,87,82,91,82,88,1,D,1,D,1,D,1
70,56,56,50,35,35,64,2,2,2,PASS,PASS,1,PASS
70,56,88,87,63,54,82,2,D,D,1,2,1,1
9,7,18,12,7,6,12,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
13,10,19,87,25,30,15,FAIL,FAIL,D,FAIL,PASS,FAIL,FAIL
77,61,75,46,66,55,53,1,1,PASS,1,2,2,2
60,48,85,70,56,54,80,PASS,D,1,2,2,1,1
89,71,53,66,43,44,54,1,2,1,PASS,PASS,2,2
105,84,89,90,69,70,73,1,D,D,1,1,1,1
45,36,30,50,36,35,35,PASS,PASS,2,PASS,PASS,PASS,PASS
123,98,89,93,80,72,77,D,D,D,1,1,1,D   
112,89,97,96,72,91,96,D,D,D,1,D,D,D   
117,93,98,94,92,96,98,D,D,D,D,D,D,D   
100,80,61,51,50,45,73,1,1,2,2,PASS,1,1
81,64,41,71,24,21,7,1,PASS,1,FAIL,FAIL,FAIL,FAIL
103,82,30,47,69,54,89,1,PASS,PASS,1,2,D,1
58,46,30,42,30,30,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
81,64,49,30,30,30,37,1,PASS,PASS,PASS,PASS,PASS,PASS
87,69,93,65,71,58,77,1,D,1,1,2,1,1
29,23,41,35,16,30,20,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL
70,56,86,30,61,75,82,2,D,PASS,1,1,1,1
105,84,41,50,38,35,31,1,PASS,2,PASS,PASS,PASS,PASS
44,35,68,65,49,57,65,PASS,1,1,PASS,2,1,2
58,46,81,55,49,35,66,PASS,1,2,PASS,PASS,1,2
39,31,30,30,38,30,55,PASS,PASS,PASS,PASS,PASS,2,PASS
90,72,79,80,91,67,86,1,1,1,D,1,D,1
81,64,41,62,46,64,67,1,PASS,1,PASS,1,1,2
14,11,62,35,36,16,21,FAIL,1,PASS,PASS,FAIL,FAIL,FAIL
72,57,67,40,67,61,72,2,1,PASS,1,1,1,1
65,52,80,49,50,38,55,2,1,PASS,2,PASS,2,2
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
50,40,60,67,48,41,57,PASS,1,1,PASS,PASS,2,2
105,84,71,55,41,49,50,1,1,2,PASS,PASS,2,2
44,35,41,30,37,35,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
96,76,35,30,55,38,45,1,PASS,PASS,2,PASS,PASS,PASS
28,22,13,35,38,42,35,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
114,91,96,90,88,93,97,D,D,D,D,D,D,D   
44,35,83,72,61,64,90,PASS,1,1,1,1,D,1
80,64,44,49,39,40,45,1,PASS,PASS,PASS,PASS,PASS,PASS
45,36,48,42,38,30,51,PASS,PASS,PASS,PASS,PASS,2,PASS
101,80,91,72,81,72,56,1,D,1,1,1,2,1
103,82,39,52,37,30,39,1,PASS,2,PASS,PASS,PASS,PASS
9,7,35,8,10,12,12,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL
116,92,91,94,83,83,93,D,D,D,1,1,D,D   
5,4,50,35,12,43,31,FAIL,2,PASS,FAIL,PASS,PASS,FAIL
96,76,75,39,30,30,49,1,1,PASS,PASS,PASS,PASS,2
88,70,57,66,72,55,57,1,2,1,1,2,2,1
34,27,35,35,50,16,40,FAIL,PASS,PASS,2,FAIL,PASS,FAIL
112,89,35,86,50,67,56,D,PASS,D,2,1,2,1
98,78,95,93,86,83,92,1,D,D,D,1,D,D   
N/A,N/A,N/A,35,N/A,0,N/A,N/A,N/A,PASS,N/A,FAIL,N/A,FAIL
4,3,2,1,3,4,8,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
124,99,94,98,80,88,97,D,D,D,1,D,D,D   
38,30,62,30,30,30,80,PASS,1,PASS,PASS,PASS,1,PASS
65,52,30,80,65,47,39,2,PASS,1,1,PASS,PASS,2
65,52,14,38,39,35,51,2,FAIL,PASS,PASS,PASS,2,FAIL
80,64,83,50,45,42,57,1,1,2,PASS,PASS,2,2
81,64,75,76,66,41,53,1,1,1,1,PASS,2,1
79,63,73,71,63,58,77,1,1,1,1,2,1,1
63,50,52,30,57,46,35,2,2,PASS,2,PASS,PASS,PASS
63,50,8,8,35,22,38,2,FAIL,FAIL,PASS,FAIL,PASS,FAIL
69,55,35,35,27,15,57,2,PASS,PASS,FAIL,FAIL,2,FAIL
94,75,52,30,60,54,64,1,2,PASS,1,2,1,2
62,49,51,61,62,51,70,PASS,2,1,1,2,1,2
55,44,38,67,49,43,53,PASS,PASS,1,PASS,PASS,2,PASS
98,78,41,39,43,35,41,1,PASS,PASS,PASS,PASS,PASS,PASS
24,19,35,15,12,14,24,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL
92,73,68,40,30,50,81,1,1,PASS,PASS,2,1,2
82,65,82,83,77,54,70,1,1,1,1,2,1,1
20,16,35,35,20,13,11,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL
110,88,93,98,95,83,87,D,D,D,D,1,D,D   
76,60,52,63,63,62,64,1,2,1,1,1,1,1
21,16,10,15,15,30,40,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL
39,31,58,36,68,61,51,PASS,2,PASS,1,1,2,2
66,52,47,30,30,45,30,2,PASS,PASS,PASS,PASS,PASS,PASS
61,48,40,51,42,47,67,PASS,PASS,2,PASS,PASS,1,PASS
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
111,88,80,93,64,67,76,D,1,D,1,1,1,1
14,11,35,35,35,21,35,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
90,72,35,54,64,57,82,1,PASS,2,1,2,1,1
21,16,15,10,19,20,30,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
46,36,35,35,36,35,36,PASS,PASS,PASS,PASS,PASS,PASS,PASS
91,72,46,65,69,52,91,1,PASS,1,1,2,D,1
23,18,7,15,19,30,14,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL
101,80,99,92,100,98,93,1,D,D,FAIL,D,D,D   
113,90,97,95,85,86,90,D,D,D,D,D,D,D   
119,95,98,95,94,91,98,D,D,D,D,D,D,D   
14,11,36,18,17,16,6,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL
44,35,56,43,71,55,30,PASS,2,PASS,1,2,PASS,PASS
57,45,35,43,18,35,16,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL
14,11,35,38,52,27,30,FAIL,PASS,PASS,2,FAIL,PASS,FAIL
83,66,56,69,77,58,93,1,2,1,1,2,D,1
80,64,50,68,81,50,55,1,2,1,1,2,2,1
44,35,N/A,N/A,35,52,N/A,PASS,N/A,N/A,PASS,2,N/A,FAIL
63,50,81,85,57,41,66,2,1,D,2,PASS,1,1
94,75,97,80,70,77,83,1,D,1,1,1,1,1
121,96,93,80,77,86,94,D,D,1,1,D,D,D   
116,92,92,97,63,77,91,D,D,D,1,1,D,D   
87,69,53,62,41,35,58,1,2,1,PASS,PASS,2,2
88,70,35,35,14,39,53,1,PASS,PASS,FAIL,PASS,2,FAIL
119,95,82,92,79,47,58,D,1,D,1,PASS,2,1
97,77,77,62,30,68,65,1,1,1,PASS,1,1,1
86,68,86,68,69,67,73,1,D,1,1,1,1,1
100,80,81,56,69,73,83,1,1,2,1,1,1,1
84,67,40,30,49,40,60,1,PASS,PASS,PASS,PASS,1,PASS
100,80,75,65,51,62,85,1,1,1,2,1,D,1
120,96,94,90,100,95,99,D,D,D,FAIL,D,D,D   
98,78,38,30,35,30,66,1,PASS,PASS,PASS,PASS,1,PASS
47,37,10,12,23,25,30,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
47,37,8,35,22,40,36,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL
84,67,60,52,64,55,48,1,1,2,1,2,PASS,2
81,64,70,35,56,39,53,1,1,PASS,2,PASS,2,2
51,40,71,60,37,40,70,PASS,1,1,PASS,PASS,1,2
76,60,88,63,83,65,56,1,D,1,1,1,2,1
75,60,66,78,48,72,79,1,1,1,PASS,1,1,1
110,88,99,97,93,85,99,D,D,D,D,D,D,D   
21,16,35,35,21,22,15,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL
80,64,81,69,78,62,91,1,1,1,1,1,D,1
98,78,45,35,30,35,60,1,PASS,PASS,PASS,PASS,1,PASS
116,92,91,88,82,87,87,D,D,D,1,D,D,D   
107,85,58,50,61,48,86,D,2,2,1,PASS,D,1
112,89,94,85,74,83,88,D,D,D,1,1,D,D   
103,82,83,91,55,55,78,1,1,D,2,2,1,1
9,7,41,45,24,35,25,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL
110,88,97,98,75,85,87,D,D,D,1,D,D,D   
56,44,52,30,30,35,42,PASS,2,PASS,PASS,PASS,PASS,PASS
6,4,11,16,9,10,21,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
101,80,95,90,82,88,85,1,D,D,1,D,D,D   
81,64,35,30,60,43,58,1,PASS,PASS,1,PASS,2,PASS
109,87,87,40,53,53,70,D,D,PASS,2,2,1,1
109,87,96,93,85,87,98,D,D,D,D,D,D,D   
38,30,43,40,30,30,61,PASS,PASS,PASS,PASS,PASS,1,PASS
100,80,74,74,46,61,60,1,1,1,PASS,1,1,1
69,55,30,30,30,30,30,2,PASS,PASS,PASS,PASS,PASS,PASS
96,76,35,30,54,41,39,1,PASS,PASS,2,PASS,PASS,PASS
90,72,97,73,63,71,60,1,D,1,1,1,1,1
58,46,38,67,30,30,41,PASS,PASS,1,PASS,PASS,PASS,PASS
76,60,47,51,51,48,44,1,PASS,2,2,PASS,PASS,2
93,74,68,89,48,45,84,1,1,D,PASS,PASS,1,1
44,35,60,30,51,30,30,PASS,1,PASS,2,PASS,PASS,PASS
53,42,75,54,41,36,40,PASS,1,2,PASS,PASS,PASS,PASS
68,54,40,37,45,40,54,2,PASS,PASS,PASS,PASS,2,PASS
97,77,69,82,63,67,91,1,1,1,1,1,D,1
4,3,5,35,40,21,43,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
38,30,35,40,37,35,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
89,71,69,43,40,43,53,1,1,PASS,PASS,PASS,2,2
96,76,61,47,70,52,69,1,1,PASS,1,2,1,1
102,81,91,84,72,65,78,1,D,1,1,1,1,1
75,60,74,67,41,48,72,1,1,1,PASS,PASS,1,1
83,66,54,42,43,47,44,1,2,PASS,PASS,PASS,PASS,2
85,68,30,71,52,40,41,1,PASS,1,2,PASS,PASS,2
66,52,50,71,30,30,35,2,2,1,PASS,PASS,PASS,PASS
82,65,50,68,77,47,54,1,2,1,1,PASS,2,1
99,79,90,73,56,67,89,1,D,1,2,1,D,1
32,25,35,13,15,35,36,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL
49,39,35,35,39,35,42,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,10,13,17,21,21,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
88,70,91,76,76,72,82,1,D,1,1,1,1,1
107,85,87,80,65,70,64,D,D,1,1,1,1,1
56,44,38,35,30,30,90,PASS,PASS,PASS,PASS,PASS,D,PASS
109,87,46,86,44,37,79,D,PASS,D,PASS,PASS,1,1
95,76,85,92,64,53,76,1,D,D,1,2,1,1
90,72,86,62,68,45,63,1,D,1,1,PASS,1,1
44,35,30,37,53,48,54,PASS,PASS,PASS,2,PASS,2,PASS
64,51,69,44,69,56,66,2,1,PASS,1,2,1,2
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
83,66,66,76,53,61,82,1,1,1,2,1,1,1
53,42,63,51,49,52,56,PASS,1,2,PASS,2,2,2
85,68,87,90,70,70,76,1,D,D,1,1,1,1
99,79,88,91,87,75,92,1,D,D,D,1,D,D   
94,75,45,12,47,38,54,1,PASS,FAIL,PASS,PASS,2,FAIL
56,44,35,35,30,30,38,PASS,PASS,PASS,PASS,PASS,PASS,PASS
108,86,90,87,79,86,91,D,D,D,1,D,D,D   
85,68,85,82,60,62,66,1,D,1,1,1,1,1
12,9,44,35,43,13,40,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
59,47,30,35,39,36,46,PASS,PASS,PASS,PASS,PASS,PASS,PASS
115,92,95,94,79,85,98,D,D,D,1,D,D,D   
9,7,19,10,7,14,30,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
44,35,47,45,56,37,49,PASS,PASS,PASS,2,PASS,PASS,PASS
45,36,75,61,66,58,64,PASS,1,1,1,2,1,2
59,47,30,64,60,40,42,PASS,PASS,1,1,PASS,PASS,PASS
52,41,30,37,35,35,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS
77,61,30,38,65,38,64,1,PASS,PASS,1,PASS,1,PASS
100,80,83,40,54,38,56,1,1,PASS,2,PASS,2,2
105,84,63,79,65,58,78,1,1,1,1,2,1,1
46,36,35,35,41,30,36,PASS,PASS,PASS,PASS,PASS,PASS,PASS
68,54,39,62,35,35,53,2,PASS,1,PASS,PASS,2,PASS
103,82,80,35,48,61,63,1,1,PASS,PASS,1,1,1
48,38,45,39,35,35,30,PASS,PASS,PASS,PASS,PASS,PASS,PASS
58,46,47,42,53,36,31,PASS,PASS,PASS,2,PASS,PASS,PASS
83,66,83,80,62,73,72,1,1,1,1,1,1,1
73,58,35,70,55,47,53,2,PASS,1,2,PASS,2,2
83,66,38,46,58,45,63,1,PASS,PASS,2,PASS,1,2
64,51,53,51,54,40,41,2,2,2,2,PASS,PASS,PASS
12,9,3,13,8,14,11,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
112,89,80,71,75,78,84,D,1,1,1,1,1,1
45,36,35,35,13,35,35,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL
120,96,96,99,93,86,90,D,D,D,D,D,D,D   
6,4,35,43,N/A,0,N/A,FAIL,PASS,PASS,N/A,FAIL,N/A,FAIL
109,87,89,86,74,68,59,D,D,D,1,1,2,1
45,36,37,14,10,13,35,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL
9,7,6,12,38,24,6,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
69,55,84,90,62,47,92,2,1,D,1,PASS,D,1
76,60,88,72,56,55,80,1,D,1,2,2,1,1
24,19,11,12,9,24,9,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
110,88,72,83,52,62,86,D,1,1,2,1,D,1
10,8,35,35,39,35,70,FAIL,PASS,PASS,PASS,PASS,1,FAIL
117,93,93,85,86,72,91,D,D,D,D,1,D,D   
74,59,12,62,55,46,41,2,FAIL,1,2,PASS,PASS,FAIL
101,80,83,68,30,50,53,1,1,1,PASS,2,2,1
98,78,90,80,73,76,49,1,D,1,1,1,PASS,1
16,12,19,14,37,24,12,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
112,89,86,84,71,64,77,D,D,1,1,1,1,1
46,36,78,84,52,50,73,PASS,1,1,2,2,1,1
83,66,53,59,76,49,90,1,2,2,1,PASS,D,1
48,38,8,17,22,19,35,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
34,27,35,35,15,24,30,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
109,87,67,73,93,89,77,D,1,1,D,D,1,1
49,39,35,13,35,40,23,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL
67,53,46,45,40,48,58,2,PASS,PASS,PASS,PASS,2,PASS
76,60,81,90,80,58,88,1,1,D,1,2,D,1
85,68,85,89,66,71,82,1,D,D,1,1,1,1
44,35,76,65,51,35,54,PASS,1,1,2,PASS,2,2
46,36,53,47,8,35,9,PASS,2,PASS,FAIL,PASS,FAIL,FAIL
3,2,7,10,18,13,8,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
47,37,69,85,76,50,60,PASS,1,D,1,2,1,1
95,76,30,56,38,35,55,1,PASS,2,PASS,PASS,2,PASS
75,60,49,12,51,44,37,1,PASS,FAIL,2,PASS,PASS,FAIL
116,92,93,91,80,81,92,D,D,D,1,1,D,D   
44,35,19,9,14,11,20,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
100,80,75,50,70,46,75,1,1,2,1,PASS,1,1
19,15,14,35,35,23,35,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
56,44,79,65,62,61,57,PASS,1,1,1,1,2,1
21,16,35,8,15,19,13,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL
76,60,3,46,36,35,66,1,FAIL,PASS,PASS,PASS,1,FAIL
67,53,65,64,41,30,47,2,1,1,PASS,PASS,PASS,2
77,61,80,70,44,69,78,1,1,1,PASS,1,1,1
117,93,98,96,81,81,83,D,D,D,1,1,1,D   
98,78,43,60,54,56,61,1,PASS,1,2,2,1,2
19,15,35,35,19,19,30,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
45,36,35,35,N/A,0,N/A,PASS,PASS,PASS,N/A,FAIL,N/A,FAIL
104,83,30,36,59,45,60,1,PASS,PASS,2,PASS,1,2
86,68,89,75,52,55,76,1,D,1,2,2,1,1
44,35,30,23,35,35,41,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL
73,58,30,30,61,45,78,2,PASS,PASS,1,PASS,1,2
