L1_MARKS_CORRECTED,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,TOTAL_MARKS,NRC_RESULT
69,71,35,41,37,30,283,P
79,48,78,42,57,50,354,P
15,41,13,68,37,41,215,F
65,35,35,19,19,20,193,F
114,86,89,78,71,94,532,P
94,90,84,69,52,74,463,P
96,67,50,44,51,51,359,P
93,84,60,63,56,62,418,P
103,81,88,65,62,50,449,P
117,94,81,77,78,65,512,P
109,94,84,85,83,95,550,P
108,95,89,83,84,84,543,P
81,50,46,35,56,55,323,P
38,12,15,16,3,30,114,F
101,93,90,68,62,85,499,P
20,4,12,13,8,10,67,F
108,94,90,78,79,98,547,P
75,35,12,13,30,35,200,F
4,11,10,6,6,12,49,F
108,80,83,63,69,80,483,P
68,49,30,35,30,30,242,P
100,98,88,72,88,93,539,P
46,30,51,36,57,43,263,P
76,80,71,57,60,64,408,P
110,83,82,86,61,74,496,P
71,37,44,45,38,40,275,P
94,40,43,83,52,79,391,P
30,15,18,19,27,19,128,F
80,75,35,40,53,63,346,P
105,61,80,75,58,70,449,P
46,30,42,54,45,30,247,P
112,87,83,79,84,83,528,P
118,75,50,62,55,35,395,P
110,63,44,46,50,40,353,P
77,85,85,77,50,80,454,P
110,85,46,74,54,70,439,P
111,98,92,86,87,96,570,P
115,88,90,77,69,74,513,P
57,47,47,43,57,80,331,P
90,95,54,88,87,95,509,P
47,4,12,7,16,35,121,F
92,50,61,62,53,83,401,P
119,85,97,94,76,95,566,P
70,57,30,49,48,46,300,P
92,82,78,60,57,40,409,P
96,6,6,11,20,13,152,F
53,47,39,52,37,47,275,P
67,47,36,48,35,30,263,P
40,36,19,54,30,36,215,P
94,79,90,50,74,81,468,P
118,78,51,39,61,83,430,P
115,91,99,92,84,94,575,P
46,35,60,30,37,30,238,P
9,40,36,18,30,30,163,F
77,38,41,42,35,39,272,P
10,35,35,30,35,30,175,F
91,66,85,44,48,48,382,P
90,75,61,66,41,86,419,P
19,46,35,53,46,50,249,F
26,35,16,7,11,25,120,F
111,98,95,95,93,99,591,P
93,87,73,69,82,83,487,P
60,74,70,50,52,67,373,P
102,95,93,58,58,84,490,P
39,35,40,50,39,44,247,P
88,75,43,67,57,75,405,P
58,35,17,16,30,22,178,F
72,76,82,62,48,55,395,P
101,60,60,64,40,61,386,P
45,78,30,58,42,54,307,P
59,62,42,40,48,30,281,P
106,57,85,71,67,73,459,P
102,93,67,83,77,90,512,P
88,85,87,64,53,56,433,P
95,75,85,73,81,65,474,P
89,67,68,75,56,76,431,P
63,6,10,16,18,35,148,F
75,54,73,66,49,59,376,P
20,47,35,46,45,61,254,F
100,78,45,35,46,55,359,P
87,63,61,70,57,40,378,P
67,40,45,42,47,54,295,P
44,14,35,36,30,55,214,F
100,79,60,58,53,77,427,P
46,30,77,35,46,67,301,P
32,36,18,22,30,13,151,F
87,63,42,49,48,35,324,P
26,17,19,35,20,25,142,F
45,10,13,39,41,35,183,F
45,13,35,55,49,41,238,F
51,49,35,23,21,30,209,F
65,67,45,48,30,40,295,P
38,51,35,11,21,30,186,F
82,30,61,51,41,74,339,P
103,89,80,59,68,73,472,P
5,37,55,17,17,38,169,F
84,83,49,79,53,75,423,P
39,30,50,43,48,37,247,P
14,4,15,12,22,4,71,F
109,88,91,77,80,90,535,P
114,58,51,80,74,60,437,P
13,4,15,16,19,10,77,F
47,19,35,35,35,30,201,F
55,39,52,30,30,50,256,P
63,70,50,45,35,74,337,P
17,15,12,19,45,13,121,F
116,95,93,97,91,81,573,P
57,11,42,47,14,14,185,F
49,0,0,59,30,60,198,P
113,85,73,88,70,77,506,P
113,83,78,73,62,94,503,P
114,82,61,86,83,87,513,P
91,43,54,45,37,70,340,P
123,97,97,99,93,99,608,P
108,95,84,90,76,85,538,P
75,78,48,48,54,51,354,P
70,50,50,30,37,50,287,P
88,37,36,43,48,30,282,P
64,80,45,54,40,58,341,P
94,41,30,30,31,35,261,P
96,88,45,60,35,43,367,P
89,56,77,35,30,41,328,P
19,35,46,35,43,50,228,F
87,73,60,72,57,72,421,P
101,90,81,66,62,94,494,P
46,30,35,54,40,46,251,P
99,87,93,86,81,82,528,P
44,87,30,56,43,45,305,P
16,35,16,25,30,14,136,F
78,30,30,39,30,30,237,P
78,10,6,46,37,41,218,F
73,73,58,31,30,35,300,P
106,99,54,65,47,65,436,P
90,30,30,30,30,41,251,P
114,66,82,40,64,71,437,P
93,68,71,54,66,77,429,P
15,13,12,13,11,5,69,F
44,35,35,37,40,30,221,P
107,38,55,57,40,57,354,P
117,97,94,82,66,82,538,P
82,71,90,63,52,70,428,P
44,35,7,12,18,14,130,F
101,83,52,85,80,74,475,P
114,97,92,80,89,94,566,P
96,86,88,83,84,96,533,P
109,90,85,71,69,92,516,P
81,57,57,30,39,51,315,P
90,67,47,72,61,80,417,P
83,45,41,64,36,53,322,P
68,13,36,11,39,38,205,F
108,84,82,74,60,71,479,P
44,64,30,39,35,52,264,P
N\A,N\A,35,41,0,N\A,76,F
103,44,41,43,43,91,365,P
111,90,81,58,44,71,455,P
86,76,70,59,63,79,433,P
73,53,71,36,43,42,318,P
110,93,93,59,59,70,484,P
68,60,55,48,59,50,340,P
60,76,67,44,70,60,377,P
48,30,30,35,36,61,240,P
93,95,75,55,45,80,443,P
9,35,35,36,25,30,170,F
45,17,35,11,22,38,168,F
98,92,87,77,82,96,532,P
108,65,73,69,66,85,466,P
80,71,70,61,69,70,421,P
22,35,35,35,11,30,168,F
114,99,84,78,70,98,543,P
8,35,11,14,11,13,92,F
2,3,3,6,2,5,21,F
100,74,61,57,30,74,396,P
105,75,76,64,55,65,440,P
92,76,66,63,63,71,431,P
120,88,35,50,40,30,363,P
61,85,38,60,47,47,338,P
53,35,38,19,23,15,183,F
88,89,72,70,78,78,475,P
21,15,44,25,35,45,185,F
25,50,35,18,30,39,197,F
72,47,73,45,37,69,343,P
94,72,88,75,76,94,499,P
72,74,68,84,66,46,410,P
12,55,46,35,44,50,242,F
96,72,40,39,30,61,338,P
109,57,66,64,63,67,426,P
N\A,N\A,N\A,N\A,0,N\A,0,F
114,50,67,70,70,80,451,P
19,59,35,35,38,63,249,F
81,54,30,38,47,40,290,P
90,73,55,39,52,77,386,P
60,45,36,35,39,47,262,P
107,87,65,59,53,54,425,P
96,87,90,63,69,78,483,P
73,35,13,51,25,36,233,F
59,58,59,52,52,75,355,P
35,42,35,16,15,12,155,F
117,93,89,85,85,94,563,P
86,50,58,44,54,67,359,P
8,18,11,7,11,19,74,F
114,73,65,50,49,36,387,P
57,65,35,36,35,57,285,P
60,78,45,36,45,80,344,P
44,42,72,48,30,73,309,P
56,35,8,19,22,52,192,F
89,35,41,62,37,66,330,P
103,86,78,46,75,86,474,P
110,74,90,72,61,84,491,P
38,55,36,39,30,68,266,P
106,91,88,71,66,80,502,P
53,61,30,30,30,30,234,P
49,35,35,42,23,21,205,F
98,85,91,74,79,81,508,P
121,40,92,58,54,67,432,P
66,60,30,51,55,61,323,P
110,80,73,87,49,92,491,P
46,35,41,22,18,10,172,F
108,87,87,72,63,71,488,P
111,57,93,67,78,87,493,P
24,15,14,25,30,14,122,F
46,0,0,36,19,36,137,F
48,39,35,14,23,41,200,F
14,35,41,19,17,25,151,F
100,80,57,50,58,65,410,P
30,45,35,21,30,35,196,F
106,90,87,56,60,60,459,P
22,42,9,15,26,9,123,F
120,97,96,98,89,99,599,P
46,61,40,57,30,30,264,P
89,35,30,35,46,64,299,P
1,38,35,0,35,35,144,F
95,40,46,55,35,45,316,P
61,55,30,45,35,51,277,P
75,43,70,60,62,83,393,P
N\A,N\A,N\A,N\A,0,N\A,0,F
62,37,46,35,48,95,323,P
84,80,49,77,65,76,431,P
121,88,93,97,90,96,585,P
115,98,86,90,86,87,562,P
107,93,91,78,93,90,552,P
121,92,90,98,98,98,597,P
87,81,77,71,53,70,439,P
24,12,35,20,11,30,132,F
66,35,50,44,30,30,255,P
106,94,83,82,61,88,514,P
N\A,N\A,N\A,N\A,0,60,60,F
114,92,93,85,83,85,552,P
87,45,40,51,45,50,318,P
78,57,30,40,46,54,305,P
104,41,45,55,51,54,350,P
6,35,18,11,17,18,105,F
52,68,30,30,30,30,240,P
95,87,67,74,66,92,481,P
100,50,40,53,55,77,375,P
116,93,91,76,70,79,525,P
100,76,71,64,46,82,439,P
102,58,68,52,36,45,361,P
26,12,35,48,8,35,164,F
5,35,35,47,22,10,154,F
74,67,80,35,45,86,387,P
13,16,15,15,24,20,103,F
75,94,82,80,71,66,468,P
92,80,80,74,77,56,459,P
38,70,30,43,43,52,276,P
66,77,37,61,60,41,342,P
65,37,69,35,36,36,278,P
77,56,35,9,16,35,228,F
84,30,30,46,41,45,276,P
103,93,81,61,61,68,467,P
44,35,30,52,30,47,238,P
91,83,84,76,85,85,504,P
91,35,10,48,59,46,289,F
44,61,30,35,35,79,284,P
75,77,77,74,45,60,408,P
79,47,78,60,38,54,356,P
71,30,70,31,37,50,289,P
13,13,14,11,13,15,79,F
32,17,35,11,22,48,165,F
44,12,35,21,23,16,151,F
65,14,58,35,35,66,273,F
15,35,41,11,8,9,119,F
115,95,70,85,82,80,527,P
14,16,14,30,30,35,139,F
94,53,58,40,30,45,320,P
84,81,64,86,78,92,485,P
83,30,60,30,35,30,268,P
61,50,44,47,35,30,267,P
49,47,48,49,56,60,309,P
68,57,30,58,30,36,279,P
97,96,61,72,69,81,476,P
74,77,79,67,51,68,416,P
49,12,9,6,11,20,107,F
26,35,37,50,24,16,188,F
97,42,48,57,55,68,367,P
72,30,50,37,38,55,282,P
101,90,68,63,69,66,457,P
78,55,44,39,35,62,313,P
58,40,58,39,35,35,265,P
38,71,36,56,36,40,277,P
85,80,70,64,49,69,417,P
44,13,35,42,31,12,177,F
21,88,49,32,44,50,284,F
75,90,70,83,70,85,473,P
62,42,4,19,38,45,210,F
107,70,88,79,74,91,509,P
103,30,30,37,55,35,290,P
112,97,87,87,87,96,566,P
12,9,12,10,6,23,72,F
96,80,87,48,58,91,460,P
85,95,92,79,87,86,524,P
109,83,65,52,46,50,405,P
38,63,45,61,36,48,291,P
94,30,30,40,35,35,264,P
96,42,66,70,56,58,388,P
44,48,11,30,27,35,195,F
113,92,92,90,89,96,572,P
77,81,68,70,72,80,448,P
39,83,63,45,35,44,309,P
89,35,40,30,47,48,289,P
100,80,84,30,36,77,407,P
22,45,35,15,39,36,192,F
56,35,12,35,24,20,182,F
6,9,4,8,5,7,39,F
62,73,66,38,49,52,340,P
31,35,35,21,23,38,183,F
103,97,94,72,91,91,548,P
31,40,35,30,23,16,175,F
98,87,79,78,60,78,480,P
82,53,85,47,36,60,363,P
85,71,30,40,36,42,304,P
113,92,85,63,77,80,510,P
116,98,79,80,79,94,546,P
94,90,72,60,72,90,478,P
57,65,30,30,30,35,247,P
5,5,19,35,7,30,101,F
102,78,60,50,40,51,381,P
80,91,85,84,60,92,492,P
93,73,94,75,70,73,478,P
102,73,74,72,72,90,483,P
38,69,70,59,43,50,329,P
4,8,35,30,21,66,164,F
45,36,9,18,30,37,175,F
113,94,84,80,70,91,532,P
28,35,35,48,30,17,193,F
100,73,79,66,39,35,392,P
91,57,68,37,30,69,352,P
102,90,83,80,69,73,497,P
69,38,50,37,44,60,298,P
39,15,18,15,24,30,141,F
N\A,N\A,N\A,N\A,0,N\A,0,F
110,65,67,65,35,61,403,P
38,72,55,40,47,36,288,P
68,76,35,57,58,46,340,P
82,10,56,19,30,70,267,F
45,35,35,15,19,55,204,F
68,64,40,43,35,60,310,P
54,85,89,48,45,63,384,P
25,17,48,35,21,15,161,F
75,35,71,43,35,40,299,P
110,71,30,49,54,30,344,P
118,96,92,76,80,91,553,P
39,30,37,45,40,37,228,P
63,35,43,48,35,47,271,P
106,95,95,73,76,91,536,P
120,81,85,75,61,62,484,P
5,47,35,35,35,41,198,F
115,70,90,72,68,91,506,P
38,61,55,30,30,44,258,P
38,67,30,54,30,44,263,P
50,47,30,55,40,63,285,P
60,36,14,30,22,19,181,F
46,45,14,35,22,23,185,F
95,80,68,62,62,67,434,P
14,45,12,56,30,47,204,F
83,87,65,72,65,85,457,P
67,70,81,60,62,65,405,P
68,60,52,35,35,52,302,P
90,58,66,52,54,71,391,P
70,69,69,38,35,43,324,P
45,N\A,35,N\A,0,N\A,80,F
4,4,14,20,8,19,69,F
101,88,78,82,61,70,480,P
N\A,N\A,N\A,N\A,0,N\A,0,F
85,44,73,67,55,78,402,P
95,95,82,62,71,73,478,P
119,81,72,77,88,86,523,P
120,90,98,96,87,98,589,P
32,18,13,14,14,8,99,F
6,35,13,45,50,18,167,F
91,53,68,46,41,72,371,P
101,94,85,71,69,84,504,P
91,90,86,77,72,86,502,P
105,93,91,65,56,92,502,P
107,71,52,50,42,92,414,P
46,74,73,44,40,64,341,P
10,35,10,11,16,39,121,F
44,71,30,49,45,46,285,P
56,67,45,54,54,50,326,P
87,79,92,59,55,82,454,P
46,35,35,19,35,23,193,F
50,35,14,30,35,52,216,F
108,80,69,66,62,77,462,P
66,71,38,51,53,52,331,P
13,35,35,N\A,10,N\A,93,F
20,8,10,19,47,35,139,F
51,35,8,24,57,46,221,F
114,86,92,84,85,83,544,P
78,36,30,35,40,35,254,P
76,79,63,54,48,75,395,P
63,35,48,43,35,48,272,P
68,42,60,30,30,43,273,P
44,18,35,40,36,25,198,F
80,30,38,36,45,46,275,P
88,88,70,70,66,70,452,P
116,97,94,85,85,90,567,P
113,88,88,74,74,90,527,P
53,45,30,30,35,86,279,P
110,86,77,85,57,78,493,P
8,35,35,6,7,38,129,F
79,89,60,71,49,72,420,P
87,75,49,56,56,80,403,P
60,30,30,30,35,41,226,P
9,11,15,25,16,6,82,F
95,86,83,55,61,60,440,P
110,72,95,56,56,70,459,P
44,35,35,6,22,35,177,F
116,73,85,71,68,87,500,P
106,50,49,35,50,71,361,P
16,13,35,10,14,6,94,F
59,38,60,30,30,57,274,P
53,30,44,30,36,30,223,P
96,68,35,67,39,64,369,P
94,5,56,42,41,55,293,F
38,10,35,13,22,50,168,F
103,68,84,68,43,42,408,P
83,35,60,49,70,57,354,P
118,96,85,87,88,95,569,P
77,30,57,30,30,57,281,P
87,5,35,20,17,21,185,F
58,36,39,30,36,76,275,P
108,51,89,57,47,60,412,P
76,84,30,30,35,66,321,P
85,41,37,38,41,68,310,P
91,77,74,55,60,91,448,P
74,45,36,32,62,83,332,P
72,85,58,48,39,85,387,P
63,35,38,38,35,37,246,P
86,66,35,67,40,56,350,P
87,90,55,65,62,76,435,P
113,82,61,49,51,52,408,P
38,2,9,16,30,7,102,F
81,38,75,59,45,46,344,P
115,92,96,75,70,88,536,P
115,73,91,92,75,76,522,P
114,74,54,81,53,64,440,P
74,80,85,57,62,82,440,P
44,40,14,15,23,35,171,F
11,56,19,36,47,19,188,F
18,6,13,20,16,23,96,F
70,30,30,39,36,48,253,P
73,65,68,42,56,41,345,P
113,61,74,81,77,94,500,P
49,60,30,60,42,68,309,P
24,16,9,8,6,14,77,F
110,94,88,59,79,79,509,P
55,30,30,30,35,53,233,P
71,66,79,43,49,37,345,P
38,16,35,18,21,40,168,F
98,56,75,49,30,61,369,P
80,45,37,30,35,36,263,P
93,75,40,63,59,90,420,P
86,73,67,73,46,78,423,P
88,75,57,48,43,72,383,P
106,77,82,60,65,73,463,P
84,71,50,51,35,70,361,P
98,92,86,95,77,91,539,P
101,80,93,46,45,60,425,P
13,12,8,2,6,9,50,F
40,35,35,35,17,35,197,F
92,80,30,63,35,72,372,P
93,85,76,56,52,82,444,P
92,55,45,49,47,64,352,P
58,43,37,18,30,17,203,F
44,30,35,44,60,57,270,P
83,38,72,36,35,75,339,P
71,13,62,42,35,15,238,F
108,63,88,65,81,96,501,P
47,52,45,43,38,64,289,P
55,60,42,65,63,79,364,P
85,40,30,55,51,80,341,P
2,35,35,37,43,47,199,F
116,91,90,76,86,90,549,P
82,31,47,54,47,54,315,P
117,90,73,73,72,79,504,P
122,90,87,67,76,58,500,P
108,82,80,66,71,71,478,P
101,36,38,36,30,53,294,P
112,86,53,65,67,74,457,P
N\A,N\A,N\A,N\A,0,N\A,0,F
79,30,30,44,35,30,248,P
110,97,82,74,80,93,536,P
38,30,47,46,39,36,236,P
40,70,35,77,60,75,357,P
38,61,69,64,56,42,330,P
57,31,35,40,49,60,272,P
55,64,12,30,9,58,228,F
96,37,87,67,73,95,455,P
112,83,86,85,70,85,521,P
108,94,93,69,80,91,535,P
9,15,7,19,9,10,69,F
94,90,78,61,35,73,431,P
100,95,90,82,58,90,515,P
28,5,15,35,24,23,130,F
84,55,59,64,49,84,395,P
26,16,35,19,35,38,169,F
17,47,35,43,20,14,176,F
61,51,30,55,46,39,282,P
100,12,18,50,35,37,252,F
17,38,39,14,12,35,155,F
70,64,65,62,47,60,368,P
93,50,53,54,48,58,356,P
106,57,91,60,42,78,434,P
116,99,82,80,72,85,534,P
0,10,0,87,18,12,127,F
98,74,93,57,59,55,436,P
49,52,1,12,38,45,197,F
114,85,94,82,91,91,557,P
68,73,90,49,47,73,400,P
60,16,36,15,13,19,159,F
111,97,92,89,84,86,559,P
119,97,96,82,80,87,561,P
93,58,3,30,37,36,257,F
49,82,54,73,68,40,366,P
95,72,66,60,37,65,395,P
100,67,68,68,66,72,441,P
5,35,35,35,36,35,181,F
52,54,40,30,30,65,271,P
109,86,68,87,71,72,493,P
87,45,53,44,45,56,330,P
7,17,35,50,36,44,189,F
21,50,35,48,40,44,238,F
90,98,85,62,77,90,502,P
15,35,35,40,35,35,195,F
106,73,91,47,62,70,449,P
116,94,93,94,93,95,585,P
20,65,19,59,47,41,251,F
80,90,61,58,48,82,419,P
38,38,38,35,37,35,221,P
9,35,35,30,9,5,123,F
60,35,35,30,30,36,226,P
101,85,74,90,76,80,506,P
73,41,57,75,30,49,325,P
97,82,67,56,74,53,429,P
65,86,65,74,60,86,436,P
95,36,48,53,53,71,356,P
109,75,71,78,76,93,502,P
8,48,15,54,35,44,204,F
102,91,92,84,63,87,519,P
39,63,60,58,66,66,352,P
101,37,47,42,50,67,344,P
N\A,N\A,N\A,N\A,0,N\A,0,F
102,50,55,68,69,84,428,P
115,95,95,80,93,85,563,P
78,90,66,91,91,93,509,P
86,73,73,62,58,59,411,P
38,74,32,46,51,65,306,P
74,45,16,18,16,13,182,F
7,35,35,30,37,35,179,F
84,86,62,88,91,92,503,P
88,94,73,81,74,86,496,P
60,44,30,77,35,30,276,P
49,74,35,30,35,79,302,P
55,N\A,N\A,N\A,0,N\A,55,F
19,6,8,8,4,15,60,F
110,91,86,79,63,90,519,P
63,87,65,57,46,64,382,P
116,96,79,79,75,98,543,P
103,94,75,81,73,98,524,P
68,30,30,41,45,30,244,P
123,83,91,73,77,90,537,P
89,67,92,66,62,82,458,P
105,92,65,64,60,55,441,P
52,66,60,39,30,43,290,P
76,48,35,45,30,46,280,P
74,80,83,65,37,52,391,P
49,75,35,43,21,13,236,F
94,12,42,48,45,30,271,F
13,19,12,13,9,30,96,F
5,35,35,37,37,23,172,F
103,40,62,51,58,67,381,P
24,19,35,20,35,36,169,F
66,42,82,44,44,48,326,P
50,57,46,30,36,46,265,P
47,7,3,8,16,13,94,F
44,76,35,35,30,30,250,P
81,82,64,57,40,50,374,P
81,36,38,20,22,30,227,F
52,87,48,49,42,77,355,P
20,36,8,7,16,37,124,F
71,0,0,14,20,14,119,F
64,61,36,43,55,76,335,P
38,75,30,30,52,35,260,P
103,74,74,77,66,73,467,P
44,15,35,42,15,35,186,F
115,49,72,72,50,78,436,P
52,85,74,60,68,80,419,P
113,56,64,67,77,64,441,P
45,35,14,17,12,18,141,F
74,70,69,78,63,80,434,P
12,10,56,21,11,38,148,F
100,88,95,78,74,91,526,P
94,63,64,62,61,72,416,P
47,45,54,30,38,48,262,P
103,75,50,46,42,35,351,P
12,35,35,20,36,30,168,F
14,19,12,19,30,17,111,F
120,99,91,82,87,90,569,P
30,46,15,23,22,14,150,F
120,97,93,91,86,92,579,P
73,46,43,54,37,38,291,P
82,19,35,17,7,30,190,F
9,35,35,8,10,46,143,F
108,65,30,74,43,57,377,P
96,99,93,74,77,95,534,P
71,14,62,36,50,47,280,F
115,56,84,85,58,74,472,P
100,90,58,69,68,73,458,P
92,60,30,30,46,68,326,P
38,16,13,45,35,30,177,F
28,37,36,58,16,12,187,F
N\A,N\A,N\A,N\A,0,N\A,0,F
67,18,6,17,12,12,132,F
91,55,76,41,36,35,334,P
68,17,14,44,26,25,194,F
54,36,41,36,55,90,312,P
105,65,55,48,69,64,406,P
65,40,35,57,35,35,267,P
11,38,8,24,30,44,155,F
76,83,52,37,45,60,353,P
74,42,55,51,43,70,335,P
44,56,40,43,41,30,254,P
120,95,94,78,82,95,564,P
113,90,63,81,65,87,499,P
74,61,68,75,56,80,414,P
122,92,93,78,94,97,576,P
102,51,40,43,40,65,341,P
122,97,94,98,99,95,605,P
118,98,96,87,73,83,555,P
107,56,75,83,68,48,437,P
107,95,88,81,81,92,544,P
91,78,78,58,41,77,423,P
84,83,84,72,72,75,470,P
107,85,93,82,57,85,509,P
75,91,66,72,54,86,444,P
56,30,30,40,41,30,227,P
95,0,0,44,52,70,261,P
95,84,37,42,53,50,361,P
58,51,60,60,35,35,299,P
96,60,84,56,52,58,406,P
59,90,75,54,74,90,442,P
105,35,48,69,50,62,369,P
77,77,40,46,52,80,372,P
1,12,35,9,18,12,87,F
30,35,10,17,21,10,123,F
62,85,35,50,42,70,344,P
103,91,82,74,78,88,516,P
102,40,45,58,55,64,364,P
80,9,55,20,23,48,235,F
67,30,45,39,30,45,256,P
14,35,35,35,41,21,181,F
44,58,35,38,45,61,281,P
5,65,46,41,35,63,255,F
12,35,15,40,35,37,174,F
107,40,79,57,51,51,385,P
46,30,35,43,56,46,256,P
109,85,87,60,53,87,481,P
47,17,6,13,11,16,110,F
117,90,97,95,92,94,585,P
53,72,72,43,35,64,339,P
44,70,59,41,38,51,303,P
83,44,50,30,30,65,302,P
110,95,96,72,69,85,527,P
52,30,45,41,30,48,246,P
9,11,13,30,9,15,87,F
94,70,47,59,61,60,391,P
52,35,10,54,7,38,196,F
87,79,58,63,42,83,412,P
115,74,60,90,67,82,488,P
44,30,30,50,39,30,223,P
106,70,61,61,65,85,448,P
46,30,36,63,41,72,288,P
11,35,35,35,22,15,153,F
114,54,77,63,62,41,411,P
38,15,40,39,35,30,197,F
109,87,90,70,80,98,534,P
3,35,35,10,6,35,124,F
87,N\A,47,43,48,52,277,F
77,45,35,40,30,11,238,F
10,8,14,16,19,10,77,F
74,82,36,76,43,55,366,P
113,88,85,79,62,95,522,P
115,73,75,92,55,67,477,P
93,41,39,61,47,50,331,P
119,96,96,79,96,97,583,P
87,43,51,48,60,79,368,P
14,8,4,13,9,35,83,F
55,38,40,42,30,30,235,P
44,54,30,55,39,37,259,P
28,35,35,44,19,61,222,F
111,95,91,83,88,94,562,P
38,44,35,43,35,43,238,P
83,44,12,22,24,38,223,F
114,59,71,80,72,83,479,P
70,35,35,23,14,44,221,F
65,81,48,64,49,53,360,P
118,91,94,71,68,82,524,P
110,30,39,30,30,35,274,P
51,62,80,50,53,90,386,P
104,81,67,50,76,80,458,P
94,81,66,63,58,60,422,P
46,54,42,35,30,30,237,P
119,92,86,78,75,86,536,P
95,52,52,30,57,60,346,P
39,35,16,30,22,39,181,F
66,35,56,62,47,61,327,P
12,35,35,40,23,18,163,F
51,35,53,30,40,45,254,P
94,58,38,68,59,50,367,P
113,93,91,87,64,93,541,P
58,49,41,50,40,51,289,P
83,74,74,76,47,77,431,P
64,40,74,38,42,60,318,P
79,66,82,66,49,75,417,P
27,10,35,18,4,20,114,F
48,35,37,36,35,30,221,P
44,35,10,19,30,35,173,F
81,75,58,36,42,54,346,P
23,35,35,35,39,35,202,F
76,9,15,11,25,11,147,F
91,35,38,42,64,46,316,P
18,37,18,30,46,38,187,F
110,35,30,37,35,36,283,P
90,88,70,89,72,94,503,P
120,98,97,95,95,97,602,P
55,36,30,40,30,51,242,P
21,35,35,15,26,30,162,F
15,56,50,57,46,78,302,F
62,30,30,39,44,35,240,P
45,40,30,35,52,37,239,P
94,52,66,59,39,40,350,P
88,10,35,6,6,20,165,F
112,95,94,46,61,82,490,P
60,43,30,30,30,40,233,P
44,9,39,40,40,14,186,F
52,61,35,61,44,57,310,P
105,92,72,70,71,73,483,P
80,66,72,57,47,42,364,P
73,54,30,62,47,74,340,P
44,80,38,52,49,74,337,P
100,81,73,35,48,77,414,P
67,0,0,40,37,52,196,P
44,35,35,8,7,40,169,F
49,30,62,30,30,35,236,P
N\A,N\A,N\A,N\A,0,N\A,0,F
75,81,72,77,61,90,456,P
18,35,17,44,41,48,203,F
50,18,35,30,19,21,173,F
85,82,64,54,35,54,374,P
61,39,38,57,41,61,297,P
100,50,63,42,30,54,339,P
38,66,49,61,78,91,383,P
93,85,64,50,52,51,395,P
N\A,N\A,N\A,N\A,0,N\A,0,F
47,38,13,30,15,41,184,F
120,97,98,75,86,97,573,P
91,83,72,67,65,75,453,P
74,30,30,31,42,35,242,P
119,93,88,81,87,89,557,P
103,91,98,79,76,97,544,P
72,48,50,41,44,56,311,P
65,64,48,38,52,60,327,P
94,78,40,30,30,37,309,P
69,81,53,79,63,87,432,P
70,72,54,35,42,78,351,P
38,30,30,54,35,60,247,P
111,94,89,89,85,98,566,P
22,88,43,69,52,70,344,F
90,66,37,42,35,87,357,P
87,81,52,48,62,48,378,P
5,36,40,16,20,15,132,F
65,66,36,41,60,54,322,P
115,96,94,78,91,89,563,P
78,39,69,58,50,80,374,P
5,35,35,36,18,35,164,F
48,30,50,46,41,67,282,P
44,76,63,44,40,46,313,P
74,37,48,53,40,30,282,P
101,35,66,39,46,63,350,P
38,40,39,50,35,50,252,P
63,60,46,45,49,40,303,P
77,85,81,65,66,87,461,P
44,84,48,55,79,60,370,P
76,65,56,42,45,67,351,P
123,97,92,95,87,95,589,P
83,88,61,65,50,78,425,P
45,35,35,26,23,35,199,F
67,30,42,54,41,37,271,P
10,12,35,22,19,11,109,F
93,60,72,35,41,30,331,P
44,19,36,14,35,16,164,F
105,31,79,64,61,88,428,P
119,86,80,72,74,74,505,P
76,42,35,57,57,82,349,P
82,31,40,54,45,61,313,P
113,99,86,81,74,98,551,P
90,95,81,77,87,79,509,P
25,8,12,12,14,10,81,F
86,74,47,35,38,35,315,P
25,11,17,15,15,30,113,F
111,63,80,61,48,58,421,P
45,35,35,6,15,37,173,F
52,92,68,96,82,41,431,P
94,82,54,35,39,44,348,P
106,72,74,72,60,74,458,P
102,68,74,57,53,85,439,P
96,47,76,73,66,90,448,P
44,35,41,34,30,35,219,P
117,80,77,35,78,75,462,P
20,80,63,52,40,57,312,F
38,42,6,56,41,47,230,F
95,66,70,58,62,79,430,P
97,88,78,64,62,87,476,P
38,35,35,12,7,35,162,F
91,75,81,80,68,83,478,P
79,30,30,47,41,40,267,P
61,45,32,39,30,35,242,P
70,68,65,68,63,66,400,P
111,72,77,94,74,83,511,P
92,42,35,59,45,45,318,P
80,97,87,68,72,85,489,P
20,53,35,42,37,10,197,F
72,30,44,59,30,79,314,P
46,40,8,38,27,35,194,F
47,57,35,17,21,60,237,F
95,72,76,39,35,44,361,P
18,18,35,17,30,35,153,F
24,16,18,30,30,45,163,F
45,30,30,56,45,45,251,P
113,99,95,87,91,98,583,P
9,47,13,66,38,41,214,F
38,35,15,35,21,49,193,F
72,35,35,30,46,35,253,P
48,51,46,47,35,30,257,P
113,92,95,74,87,92,553,P
112,95,94,81,83,91,556,P
44,44,60,12,21,30,211,F
7,35,35,43,9,38,167,F
53,43,37,52,52,53,290,P
92,40,40,45,30,40,287,P
116,95,95,89,92,95,582,P
