L1_MARKS_CORRECTED,L1_Marks_Corrected,L1_RESULT,L2_MARKS_CORRECTED,L2_RESULT,L3_MARKS_CORRECTED,L3_RESULT,S1_MARKS_CORRECTED,S1_RESULT,S2_MARKS_CORRECTED,S2_RESULT,S3_MARKS_CORRECTED,S3_RESULT,NRC_CLASS,NRC_RESULT
21,16,F,35,P,17,F,14,F,35,P,25,F,FAIL,F
77,61,P,53,P,57,P,75,P,46,P,55,P,2,P
47,37,P,35,P,35,P,12,F,35,P,10,F,FAIL,F
N/A,N/A,A,0,NA,0,NA,N/A,A,0,F,N/A,A,FAIL,F
122,97,P,98,P,97,P,96,P,97,P,99,P,D   ,P
38,30,P,74,P,31,P,30,P,37,P,51,P,PASS,P
7,5,F,7,F,35,P,36,P,16,F,11,F,FAIL,F
19,15,F,62,P,17,F,25,F,41,P,62,P,FAIL,F
61,48,P,78,P,71,P,58,P,50,P,60,P,1,P
45,36,P,12,F,39,P,37,P,23,F,35,P,FAIL,F
85,68,P,44,P,50,P,73,P,60,P,71,P,1,P
85,68,P,50,P,66,P,71,P,37,P,68,P,1,P
76,60,P,30,P,42,P,30,P,42,P,30,P,PASS,P
38,30,P,77,P,30,P,52,P,54,P,60,P,PASS,P
44,35,P,35,P,30,P,40,P,30,P,48,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
5,4,F,52,P,35,P,40,P,39,P,50,P,FAIL,F
62,49,P,60,P,44,P,39,P,57,P,82,P,2,P
56,44,P,48,P,35,P,21,F,22,F,30,F,FAIL,F
104,83,P,99,P,78,P,75,P,70,P,96,P,1,P
66,52,P,6,F,48,P,21,F,35,P,36,P,FAIL,F
55,44,P,30,P,30,P,31,P,30,P,48,P,PASS,P
38,30,P,56,P,60,P,38,P,35,P,51,P,PASS,P
58,46,P,35,P,35,P,14,F,37,P,47,P,FAIL,F
65,52,P,38,P,31,P,30,P,30,P,59,P,PASS,P
90,72,P,42,P,56,P,45,P,49,P,80,P,2,P
82,65,P,45,P,35,P,30,P,44,P,35,P,PASS,P
82,65,P,30,P,42,P,30,P,31,P,56,P,PASS,P
25,20,F,35,P,35,P,17,F,21,F,10,F,FAIL,F
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
57,45,P,7,F,35,P,13,F,23,F,69,P,FAIL,F
53,42,P,56,P,35,P,40,P,60,P,64,P,PASS,P
110,88,P,96,P,91,P,80,P,81,P,91,P,D   ,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
96,76,P,54,P,39,P,53,P,44,P,63,P,2,P
46,36,P,56,P,51,P,45,P,36,P,58,P,PASS,P
89,71,P,76,P,77,P,76,P,90,P,87,P,1,P
71,56,P,30,P,30,P,35,P,36,P,44,P,PASS,P
111,88,P,91,P,86,P,84,P,83,P,94,P,D   ,P
20,16,F,35,P,55,P,20,F,23,F,47,P,FAIL,F
21,16,F,45,P,56,P,45,P,35,P,58,P,FAIL,F
99,79,P,96,P,94,P,97,P,95,P,99,P,D   ,P
50,40,P,61,P,9,F,30,F,30,F,30,F,FAIL,F
44,35,P,79,P,56,P,61,P,45,P,76,P,2,P
50,40,P,47,P,30,P,30,P,40,P,44,P,PASS,P
88,70,P,82,P,70,P,57,P,59,P,78,P,1,P
51,40,P,65,P,50,P,52,P,69,P,44,P,2,P
107,85,P,43,P,96,P,48,P,42,P,57,P,1,P
31,24,F,18,F,37,P,35,P,23,F,36,P,FAIL,F
90,72,P,48,P,87,P,73,P,75,P,75,P,1,P
66,52,P,95,P,54,P,75,P,54,P,87,P,1,P
88,70,P,66,P,72,P,53,P,51,P,72,P,1,P
117,93,P,97,P,94,P,95,P,75,P,93,P,D   ,P
102,81,P,73,P,73,P,48,P,65,P,94,P,1,P
91,72,P,87,P,82,P,91,P,82,P,88,P,1,P
70,56,P,56,P,50,P,35,P,35,P,64,P,PASS,P
70,56,P,88,P,87,P,63,P,54,P,82,P,1,P
9,7,F,18,F,12,F,7,F,6,F,12,F,FAIL,F
13,10,F,19,F,87,P,25,F,30,F,15,F,FAIL,F
77,61,P,75,P,46,P,66,P,55,P,53,P,2,P
60,48,P,85,P,70,P,56,P,54,P,80,P,1,P
89,71,P,53,P,66,P,43,P,44,P,54,P,2,P
105,84,P,89,P,90,P,69,P,70,P,73,P,1,P
45,36,P,30,P,50,P,36,P,35,P,35,P,PASS,P
123,98,P,89,P,93,P,80,P,72,P,77,P,D   ,P
112,89,P,97,P,96,P,72,P,91,P,96,P,D   ,P
117,93,P,98,P,94,P,92,P,96,P,98,P,D   ,P
100,80,P,61,P,51,P,50,P,45,P,73,P,1,P
81,64,P,41,P,71,P,24,F,21,F,7,F,FAIL,F
103,82,P,30,P,47,P,69,P,54,P,89,P,1,P
58,46,P,30,P,42,P,30,P,30,P,35,P,PASS,P
81,64,P,49,P,30,P,30,P,30,P,37,P,PASS,P
87,69,P,93,P,65,P,71,P,58,P,77,P,1,P
29,23,F,41,P,35,P,16,F,30,F,20,F,FAIL,F
70,56,P,86,P,30,P,61,P,75,P,82,P,1,P
105,84,P,41,P,50,P,38,P,35,P,31,P,PASS,P
44,35,P,68,P,65,P,49,P,57,P,65,P,2,P
58,46,P,81,P,55,P,49,P,35,P,66,P,2,P
39,31,P,30,P,30,P,38,P,30,P,55,P,PASS,P
90,72,P,79,P,80,P,91,P,67,P,86,P,1,P
81,64,P,41,P,62,P,46,P,64,P,67,P,2,P
14,11,F,62,P,35,P,36,P,16,F,21,F,FAIL,F
72,57,P,67,P,40,P,67,P,61,P,72,P,1,P
65,52,P,80,P,49,P,50,P,38,P,55,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
50,40,P,60,P,67,P,48,P,41,P,57,P,2,P
105,84,P,71,P,55,P,41,P,49,P,50,P,2,P
44,35,P,41,P,30,P,37,P,35,P,35,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
96,76,P,35,P,30,P,55,P,38,P,45,P,PASS,P
28,22,F,13,F,35,P,38,P,42,P,35,P,FAIL,F
114,91,P,96,P,90,P,88,P,93,P,97,P,D   ,P
44,35,P,83,P,72,P,61,P,64,P,90,P,1,P
80,64,P,44,P,49,P,39,P,40,P,45,P,PASS,P
45,36,P,48,P,42,P,38,P,30,P,51,P,PASS,P
101,80,P,91,P,72,P,81,P,72,P,56,P,1,P
103,82,P,39,P,52,P,37,P,30,P,39,P,PASS,P
9,7,F,35,P,8,F,10,F,12,F,12,F,FAIL,F
116,92,P,91,P,94,P,83,P,83,P,93,P,D   ,P
5,4,F,50,P,35,P,12,F,43,P,31,F,FAIL,F
96,76,P,75,P,39,P,30,P,30,P,49,P,2,P
88,70,P,57,P,66,P,72,P,55,P,57,P,1,P
34,27,F,35,P,35,P,50,P,16,F,40,P,FAIL,F
112,89,P,35,P,86,P,50,P,67,P,56,P,1,P
98,78,P,95,P,93,P,86,P,83,P,92,P,D   ,P
N/A,N/A,A,N/A,A,35,P,N/A,A,0,F,N/A,A,FAIL,F
4,3,F,2,F,1,F,3,F,4,F,8,F,FAIL,F
124,99,P,94,P,98,P,80,P,88,P,97,P,D   ,P
38,30,P,62,P,30,P,30,P,30,P,80,P,PASS,P
65,52,P,30,P,80,P,65,P,47,P,39,P,2,P
65,52,P,14,F,38,P,39,P,35,P,51,P,FAIL,F
80,64,P,83,P,50,P,45,P,42,P,57,P,2,P
81,64,P,75,P,76,P,66,P,41,P,53,P,1,P
79,63,P,73,P,71,P,63,P,58,P,77,P,1,P
63,50,P,52,P,30,P,57,P,46,P,35,P,PASS,P
63,50,P,8,F,8,F,35,P,22,F,38,P,FAIL,F
69,55,P,35,P,35,P,27,F,15,F,57,P,FAIL,F
94,75,P,52,P,30,P,60,P,54,P,64,P,2,P
62,49,P,51,P,61,P,62,P,51,P,70,P,2,P
55,44,P,38,P,67,P,49,P,43,P,53,P,PASS,P
98,78,P,41,P,39,P,43,P,35,P,41,P,PASS,P
24,19,F,35,P,15,F,12,F,14,F,24,F,FAIL,F
92,73,P,68,P,40,P,30,P,50,P,81,P,2,P
82,65,P,82,P,83,P,77,P,54,P,70,P,1,P
20,16,F,35,P,35,P,20,F,13,F,11,F,FAIL,F
110,88,P,93,P,98,P,95,P,83,P,87,P,D   ,P
76,60,P,52,P,63,P,63,P,62,P,64,P,1,P
21,16,F,10,F,15,F,15,F,30,F,40,P,FAIL,F
39,31,P,58,P,36,P,68,P,61,P,51,P,2,P
66,52,P,47,P,30,P,30,P,45,P,30,P,PASS,P
61,48,P,40,P,51,P,42,P,47,P,67,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
111,88,P,80,P,93,P,64,P,67,P,76,P,1,P
14,11,F,35,P,35,P,35,P,21,F,35,P,FAIL,F
90,72,P,35,P,54,P,64,P,57,P,82,P,1,P
21,16,F,15,F,10,F,19,F,20,F,30,F,FAIL,F
46,36,P,35,P,35,P,36,P,35,P,36,P,PASS,P
91,72,P,46,P,65,P,69,P,52,P,91,P,1,P
23,18,F,7,F,15,F,19,F,30,F,14,F,FAIL,F
101,80,P,99,P,92,P,100,P,98,P,93,P,D   ,P
113,90,P,97,P,95,P,85,P,86,P,90,P,D   ,P
119,95,P,98,P,95,P,94,P,91,P,98,P,D   ,P
14,11,F,36,P,18,F,17,F,16,F,6,F,FAIL,F
44,35,P,56,P,43,P,71,P,55,P,30,P,PASS,P
57,45,P,35,P,43,P,18,F,35,P,16,F,FAIL,F
14,11,F,35,P,38,P,52,P,27,F,30,F,FAIL,F
83,66,P,56,P,69,P,77,P,58,P,93,P,1,P
80,64,P,50,P,68,P,81,P,50,P,55,P,1,P
44,35,P,N/A,A,N/A,A,35,P,52,P,N/A,A,FAIL,F
63,50,P,81,P,85,P,57,P,41,P,66,P,1,P
94,75,P,97,P,80,P,70,P,77,P,83,P,1,P
121,96,P,93,P,80,P,77,P,86,P,94,P,D   ,P
116,92,P,92,P,97,P,63,P,77,P,91,P,D   ,P
87,69,P,53,P,62,P,41,P,35,P,58,P,2,P
88,70,P,35,P,35,P,14,F,39,P,53,P,FAIL,F
119,95,P,82,P,92,P,79,P,47,P,58,P,1,P
97,77,P,77,P,62,P,30,P,68,P,65,P,1,P
86,68,P,86,P,68,P,69,P,67,P,73,P,1,P
100,80,P,81,P,56,P,69,P,73,P,83,P,1,P
84,67,P,40,P,30,P,49,P,40,P,60,P,PASS,P
100,80,P,75,P,65,P,51,P,62,P,85,P,1,P
120,96,P,94,P,90,P,100,P,95,P,99,P,D   ,P
98,78,P,38,P,30,P,35,P,30,P,66,P,PASS,P
47,37,P,10,F,12,F,23,F,25,F,30,F,FAIL,F
47,37,P,8,F,35,P,22,F,40,P,36,P,FAIL,F
84,67,P,60,P,52,P,64,P,55,P,48,P,2,P
81,64,P,70,P,35,P,56,P,39,P,53,P,2,P
51,40,P,71,P,60,P,37,P,40,P,70,P,2,P
76,60,P,88,P,63,P,83,P,65,P,56,P,1,P
75,60,P,66,P,78,P,48,P,72,P,79,P,1,P
110,88,P,99,P,97,P,93,P,85,P,99,P,D   ,P
21,16,F,35,P,35,P,21,F,22,F,15,F,FAIL,F
80,64,P,81,P,69,P,78,P,62,P,91,P,1,P
98,78,P,45,P,35,P,30,P,35,P,60,P,PASS,P
116,92,P,91,P,88,P,82,P,87,P,87,P,D   ,P
107,85,P,58,P,50,P,61,P,48,P,86,P,1,P
112,89,P,94,P,85,P,74,P,83,P,88,P,D   ,P
103,82,P,83,P,91,P,55,P,55,P,78,P,1,P
9,7,F,41,P,45,P,24,F,35,P,25,F,FAIL,F
110,88,P,97,P,98,P,75,P,85,P,87,P,D   ,P
56,44,P,52,P,30,P,30,P,35,P,42,P,PASS,P
6,4,F,11,F,16,F,9,F,10,F,21,F,FAIL,F
101,80,P,95,P,90,P,82,P,88,P,85,P,D   ,P
81,64,P,35,P,30,P,60,P,43,P,58,P,PASS,P
109,87,P,87,P,40,P,53,P,53,P,70,P,1,P
109,87,P,96,P,93,P,85,P,87,P,98,P,D   ,P
38,30,P,43,P,40,P,30,P,30,P,61,P,PASS,P
100,80,P,74,P,74,P,46,P,61,P,60,P,1,P
69,55,P,30,P,30,P,30,P,30,P,30,P,PASS,P
96,76,P,35,P,30,P,54,P,41,P,39,P,PASS,P
90,72,P,97,P,73,P,63,P,71,P,60,P,1,P
58,46,P,38,P,67,P,30,P,30,P,41,P,PASS,P
76,60,P,47,P,51,P,51,P,48,P,44,P,2,P
93,74,P,68,P,89,P,48,P,45,P,84,P,1,P
44,35,P,60,P,30,P,51,P,30,P,30,P,PASS,P
53,42,P,75,P,54,P,41,P,36,P,40,P,PASS,P
68,54,P,40,P,37,P,45,P,40,P,54,P,PASS,P
97,77,P,69,P,82,P,63,P,67,P,91,P,1,P
4,3,F,5,F,35,P,40,P,21,F,43,P,FAIL,F
38,30,P,35,P,40,P,37,P,35,P,35,P,PASS,P
89,71,P,69,P,43,P,40,P,43,P,53,P,2,P
96,76,P,61,P,47,P,70,P,52,P,69,P,1,P
102,81,P,91,P,84,P,72,P,65,P,78,P,1,P
75,60,P,74,P,67,P,41,P,48,P,72,P,1,P
83,66,P,54,P,42,P,43,P,47,P,44,P,2,P
85,68,P,30,P,71,P,52,P,40,P,41,P,2,P
66,52,P,50,P,71,P,30,P,30,P,35,P,PASS,P
82,65,P,50,P,68,P,77,P,47,P,54,P,1,P
99,79,P,90,P,73,P,56,P,67,P,89,P,1,P
32,25,F,35,P,13,F,15,F,35,P,36,P,FAIL,F
49,39,P,35,P,35,P,39,P,35,P,42,P,PASS,P
38,30,F,10,F,13,F,17,F,21,F,21,F,FAIL,F
88,70,P,91,P,76,P,76,P,72,P,82,P,1,P
107,85,P,87,P,80,P,65,P,70,P,64,P,1,P
56,44,P,38,P,35,P,30,P,30,P,90,P,PASS,P
109,87,P,46,P,86,P,44,P,37,P,79,P,1,P
95,76,P,85,P,92,P,64,P,53,P,76,P,1,P
90,72,P,86,P,62,P,68,P,45,P,63,P,1,P
44,35,P,30,P,37,P,53,P,48,P,54,P,PASS,P
64,51,P,69,P,44,P,69,P,56,P,66,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
83,66,P,66,P,76,P,53,P,61,P,82,P,1,P
53,42,P,63,P,51,P,49,P,52,P,56,P,2,P
85,68,P,87,P,90,P,70,P,70,P,76,P,1,P
99,79,P,88,P,91,P,87,P,75,P,92,P,D   ,P
94,75,P,45,P,12,F,47,P,38,P,54,P,FAIL,F
56,44,P,35,P,35,P,30,P,30,P,38,P,PASS,P
108,86,P,90,P,87,P,79,P,86,P,91,P,D   ,P
85,68,P,85,P,82,P,60,P,62,P,66,P,1,P
12,9,F,44,P,35,P,43,P,13,F,40,P,FAIL,F
59,47,P,30,P,35,P,39,P,36,P,46,P,PASS,P
115,92,P,95,P,94,P,79,P,85,P,98,P,D   ,P
9,7,F,19,F,10,F,7,F,14,F,30,F,FAIL,F
44,35,P,47,P,45,P,56,P,37,P,49,P,PASS,P
45,36,P,75,P,61,P,66,P,58,P,64,P,2,P
59,47,P,30,P,64,P,60,P,40,P,42,P,PASS,P
52,41,P,30,P,37,P,35,P,35,P,37,P,PASS,P
77,61,P,30,P,38,P,65,P,38,P,64,P,PASS,P
100,80,P,83,P,40,P,54,P,38,P,56,P,2,P
105,84,P,63,P,79,P,65,P,58,P,78,P,1,P
46,36,P,35,P,35,P,41,P,30,P,36,P,PASS,P
68,54,P,39,P,62,P,35,P,35,P,53,P,PASS,P
103,82,P,80,P,35,P,48,P,61,P,63,P,1,P
48,38,P,45,P,39,P,35,P,35,P,30,P,PASS,P
58,46,P,47,P,42,P,53,P,36,P,31,P,PASS,P
83,66,P,83,P,80,P,62,P,73,P,72,P,1,P
73,58,P,35,P,70,P,55,P,47,P,53,P,2,P
83,66,P,38,P,46,P,58,P,45,P,63,P,2,P
64,51,P,53,P,51,P,54,P,40,P,41,P,PASS,P
12,9,F,3,F,13,F,8,F,14,F,11,F,FAIL,F
112,89,P,80,P,71,P,75,P,78,P,84,P,1,P
45,36,P,35,P,35,P,13,F,35,P,35,P,FAIL,F
120,96,P,96,P,99,P,93,P,86,P,90,P,D   ,P
6,4,F,35,P,43,P,N/A,A,0,F,N/A,A,FAIL,F
109,87,P,89,P,86,P,74,P,68,P,59,P,1,P
45,36,P,37,P,14,F,10,F,13,F,35,P,FAIL,F
9,7,F,6,F,12,F,38,P,24,F,6,F,FAIL,F
69,55,P,84,P,90,P,62,P,47,P,92,P,1,P
76,60,P,88,P,72,P,56,P,55,P,80,P,1,P
24,19,F,11,F,12,F,9,F,24,F,9,F,FAIL,F
110,88,P,72,P,83,P,52,P,62,P,86,P,1,P
10,8,F,35,P,35,P,39,P,35,P,70,P,FAIL,F
117,93,P,93,P,85,P,86,P,72,P,91,P,D   ,P
74,59,P,12,F,62,P,55,P,46,P,41,P,FAIL,F
101,80,P,83,P,68,P,30,P,50,P,53,P,1,P
98,78,P,90,P,80,P,73,P,76,P,49,P,1,P
16,12,F,19,F,14,F,37,P,24,F,12,F,FAIL,F
112,89,P,86,P,84,P,71,P,64,P,77,P,1,P
46,36,P,78,P,84,P,52,P,50,P,73,P,1,P
83,66,P,53,P,59,P,76,P,49,P,90,P,1,P
48,38,P,8,F,17,F,22,F,19,F,35,P,FAIL,F
34,27,F,35,P,35,P,15,F,24,F,30,F,FAIL,F
109,87,P,67,P,73,P,93,P,89,P,77,P,1,P
49,39,P,35,P,13,F,35,P,40,P,23,F,FAIL,F
67,53,P,46,P,45,P,40,P,48,P,58,P,PASS,P
76,60,P,81,P,90,P,80,P,58,P,88,P,1,P
85,68,P,85,P,89,P,66,P,71,P,82,P,1,P
44,35,P,76,P,65,P,51,P,35,P,54,P,2,P
46,36,P,53,P,47,P,8,F,35,P,9,F,FAIL,F
3,2,F,7,F,10,F,18,F,13,F,8,F,FAIL,F
47,37,P,69,P,85,P,76,P,50,P,60,P,1,P
95,76,P,30,P,56,P,38,P,35,P,55,P,PASS,P
75,60,P,49,P,12,F,51,P,44,P,37,P,FAIL,F
116,92,P,93,P,91,P,80,P,81,P,92,P,D   ,P
44,35,P,19,F,9,F,14,F,11,F,20,F,FAIL,F
100,80,P,75,P,50,P,70,P,46,P,75,P,1,P
19,15,F,14,F,35,P,35,P,23,F,35,P,FAIL,F
56,44,P,79,P,65,P,62,P,61,P,57,P,1,P
21,16,F,35,P,8,F,15,F,19,F,13,F,FAIL,F
76,60,P,3,F,46,P,36,P,35,P,66,P,FAIL,F
67,53,P,65,P,64,P,41,P,30,P,47,P,2,P
77,61,P,80,P,70,P,44,P,69,P,78,P,1,P
117,93,P,98,P,96,P,81,P,81,P,83,P,D   ,P
98,78,P,43,P,60,P,54,P,56,P,61,P,2,P
19,15,F,35,P,35,P,19,F,19,F,30,F,FAIL,F
45,36,P,35,P,35,P,N/A,A,0,F,N/A,A,FAIL,F
104,83,P,30,P,36,P,59,P,45,P,60,P,2,P
86,68,P,89,P,75,P,52,P,55,P,76,P,1,P
44,35,P,30,F,23,F,35,P,35,P,41,P,FAIL,F
73,58,P,30,P,30,P,61,P,45,P,78,P,2,P
118,94,P,97,P,91,P,89,P,89,P,92,P,D   ,P
78,62,P,60,P,85,P,69,P,56,P,78,P,1,P
57,45,P,35,P,30,P,40,P,40,P,51,P,PASS,P
57,45,P,35,P,35,P,36,P,43,P,52,P,PASS,P
67,53,P,65,P,54,P,71,P,68,P,72,P,1,P
45,36,P,35,P,8,F,13,F,17,F,3,F,FAIL,F
111,88,P,92,P,59,P,56,P,66,P,72,P,1,P
77,61,P,64,P,85,P,69,P,49,P,68,P,1,P
87,69,P,86,P,54,P,75,P,68,P,80,P,1,P
54,43,P,71,P,47,P,37,P,40,P,52,P,PASS,P
66,52,P,48,P,30,P,40,P,44,P,35,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
121,96,P,92,P,71,P,75,P,83,P,90,P,D   ,P
94,75,P,94,P,60,P,77,P,75,P,73,P,1,P
44,35,P,60,P,35,P,45,P,63,P,72,P,PASS,P
7,5,F,13,F,10,F,16,F,6,F,24,F,FAIL,F
39,31,F,55,P,10,F,35,P,30,F,50,P,FAIL,F
105,84,P,80,P,90,P,68,P,57,P,93,P,1,P
81,64,P,87,P,81,P,83,P,61,P,76,P,1,P
117,93,P,98,P,97,P,95,P,79,P,97,P,D   ,P
107,85,P,90,P,77,P,56,P,59,P,64,P,1,P
104,83,P,51,P,57,P,71,P,46,P,71,P,1,P
100,80,P,90,P,63,P,72,P,47,P,59,P,1,P
81,64,P,35,P,67,P,30,P,42,P,52,P,PASS,P
25,20,F,35,P,43,P,11,F,23,F,35,P,FAIL,F
38,30,P,60,P,30,P,39,P,30,P,44,P,PASS,P
109,87,P,88,P,73,P,78,P,75,P,94,P,1,P
6,4,F,3,F,19,F,2,F,2,F,15,F,FAIL,F
96,76,P,78,P,73,P,57,P,47,P,85,P,1,P
45,36,P,50,P,35,P,30,P,30,P,30,P,PASS,P
107,85,P,55,P,66,P,51,P,40,P,85,P,1,P
29,23,F,11,F,35,P,30,F,30,F,30,F,FAIL,F
26,20,F,56,P,14,F,35,P,35,P,30,F,FAIL,F
113,90,P,91,P,94,P,95,P,84,P,84,P,D   ,P
98,78,P,88,P,91,P,43,P,57,P,46,P,1,P
99,79,P,99,P,84,P,82,P,89,P,88,P,D   ,P
54,43,P,40,P,35,P,15,F,13,F,35,P,FAIL,F
17,13,F,14,F,12,F,12,F,10,F,18,F,FAIL,F
22,17,F,43,P,35,P,30,F,48,P,56,P,FAIL,F
38,30,P,45,P,35,P,54,P,37,P,44,P,PASS,P
53,42,P,50,P,49,P,55,P,72,P,53,P,2,P
72,57,P,65,P,30,P,63,P,35,P,61,P,2,P
54,43,P,18,F,35,P,21,F,37,P,11,F,FAIL,F
46,36,P,65,P,55,P,30,P,44,P,97,P,2,P
47,37,P,12,F,19,F,30,F,30,F,45,P,FAIL,F
3,2,F,17,F,11,F,7,F,7,F,14,F,FAIL,F
64,51,P,30,P,35,P,40,P,43,P,30,P,PASS,P
79,63,P,82,P,50,P,54,P,58,P,87,P,1,P
95,76,P,82,P,94,P,76,P,55,P,78,P,1,P
100,80,P,56,P,72,P,60,P,50,P,83,P,1,P
44,35,P,37,P,35,P,13,F,46,P,25,F,FAIL,F
103,82,P,86,P,61,P,57,P,57,P,94,P,1,P
111,88,P,91,P,90,P,94,P,92,P,88,P,D   ,P
70,56,P,70,P,54,P,67,P,51,P,71,P,1,P
44,35,P,35,P,38,P,N/A,A,35,P,37,P,FAIL,F
102,81,P,85,P,90,P,57,P,46,P,68,P,1,P
88,70,P,37,P,42,P,30,F,35,P,10,F,FAIL,F
108,86,P,96,P,80,P,65,P,67,P,89,P,1,P
44,35,P,78,P,45,P,18,F,35,P,23,F,FAIL,F
120,96,P,88,P,98,P,86,P,83,P,90,P,D   ,P
44,35,P,78,P,30,P,62,P,44,P,54,P,PASS,P
87,69,P,89,P,90,P,75,P,73,P,87,P,1,P
71,56,P,80,P,75,P,82,P,70,P,77,P,1,P
104,83,P,70,P,60,P,71,P,47,P,65,P,1,P
67,53,P,68,P,65,P,47,P,37,P,55,P,2,P
5,4,F,35,P,35,P,37,P,52,P,62,P,FAIL,F
44,35,P,61,P,30,P,30,P,36,P,36,P,PASS,P
88,70,P,66,P,65,P,80,P,73,P,69,P,1,P
46,36,P,50,P,35,P,18,F,20,F,10,F,FAIL,F
5,4,F,4,F,15,F,4,F,10,F,18,F,FAIL,F
53,42,P,30,P,50,P,40,P,37,P,57,P,PASS,P
95,76,P,57,P,63,P,48,P,59,P,81,P,1,P
96,76,P,92,P,91,P,65,P,76,P,52,P,1,P
111,88,P,35,P,81,P,47,P,46,P,60,P,1,P
50,40,P,17,F,35,P,23,F,30,F,30,F,FAIL,F
106,84,P,87,P,94,P,92,P,87,P,93,P,D   ,P
46,36,P,N/A,A,35,P,N/A,A,0,F,N/A,A,FAIL,F
34,27,F,36,P,35,P,35,P,43,P,30,F,FAIL,F
15,12,F,35,P,4,F,9,F,22,F,37,P,FAIL,F
118,94,P,95,P,92,P,90,P,92,P,94,P,D   ,P
88,70,P,86,P,74,P,50,P,47,P,78,P,1,P
20,16,F,65,P,39,P,19,F,56,P,39,P,FAIL,F
119,95,P,87,P,95,P,78,P,84,P,95,P,D   ,P
19,15,F,19,F,15,F,15,F,12,F,16,F,FAIL,F
57,45,P,75,P,70,P,55,P,54,P,84,P,1,P
96,76,P,86,P,59,P,61,P,55,P,80,P,1,P
91,72,P,97,P,72,P,77,P,67,P,93,P,1,P
25,20,F,35,P,8,F,23,F,12,F,22,F,FAIL,F
82,65,P,35,P,35,P,8,F,24,F,51,P,FAIL,F
50,40,P,62,P,55,P,60,P,38,P,35,P,PASS,P
6,4,F,51,P,50,P,30,F,26,F,37,P,FAIL,F
118,94,P,94,P,99,P,96,P,92,P,98,P,D   ,P
5,4,F,N/A,A,35,P,31,F,18,F,12,F,FAIL,F
85,68,P,79,P,77,P,67,P,70,P,73,P,1,P
12,9,F,35,P,35,P,43,P,12,F,35,P,FAIL,F
110,88,P,73,P,89,P,74,P,61,P,80,P,1,P
23,18,F,35,P,35,P,40,P,30,F,35,P,FAIL,F
52,41,P,30,P,39,P,30,P,35,P,35,P,PASS,P
10,8,F,35,P,44,P,39,P,21,F,41,P,FAIL,F
118,94,P,84,P,67,P,76,P,84,P,91,P,1,P
46,36,P,14,F,18,F,44,P,35,P,12,F,FAIL,F
N/A,N/A,A,55,P,35,P,44,P,0,F,62,P,FAIL,F
78,62,P,74,P,35,P,54,P,56,P,89,P,1,P
123,98,P,92,P,96,P,87,P,85,P,90,P,D   ,P
100,80,P,35,P,35,P,19,F,22,F,12,F,FAIL,F
7,5,F,35,P,9,F,N/A,A,8,F,N/A,A,FAIL,F
56,44,P,35,P,35,P,35,P,30,P,30,P,PASS,P
100,80,P,60,P,62,P,63,P,61,P,62,P,1,P
109,87,P,91,P,64,P,77,P,78,P,92,P,1,P
8,6,F,35,P,9,F,10,F,22,F,30,F,FAIL,F
63,50,P,43,P,36,P,39,P,56,P,30,P,PASS,P
67,53,P,57,P,68,P,51,P,39,P,83,P,2,P
38,30,F,12,F,17,F,30,F,19,F,15,F,FAIL,F
38,30,P,71,P,43,P,52,P,39,P,48,P,PASS,P
21,16,F,47,P,16,F,42,P,41,P,30,F,FAIL,F
80,64,P,84,P,71,P,62,P,59,P,52,P,1,P
58,46,P,35,P,35,P,N/A,A,13,F,36,P,FAIL,F
77,61,P,51,P,30,P,39,P,35,P,52,P,PASS,P
45,36,P,62,P,43,P,35,P,30,P,30,P,PASS,P
57,45,P,52,P,30,P,30,P,35,P,30,P,PASS,P
35,28,F,12,F,47,P,62,P,35,P,30,F,FAIL,F
69,55,P,71,P,35,P,41,P,37,P,30,P,PASS,P
79,63,P,48,P,78,P,42,P,57,P,50,P,2,P
15,12,F,41,P,13,F,68,P,37,P,41,P,FAIL,F
65,52,P,35,P,35,P,19,F,19,F,20,F,FAIL,F
114,91,P,86,P,89,P,78,P,71,P,94,P,D   ,P
94,75,P,90,P,84,P,69,P,52,P,74,P,1,P
96,76,P,67,P,50,P,44,P,51,P,51,P,2,P
93,74,P,84,P,60,P,63,P,56,P,62,P,1,P
103,82,P,81,P,88,P,65,P,62,P,50,P,1,P
117,93,P,94,P,81,P,77,P,78,P,65,P,1,P
109,87,P,94,P,84,P,85,P,83,P,95,P,D   ,P
108,86,P,95,P,89,P,83,P,84,P,84,P,D   ,P
81,64,P,50,P,46,P,35,P,56,P,55,P,2,P
